id,source,target,created_at_source,created_at_target,news_id
92,lupash7,oscar23_fuentes,20171203182608,20171229023413,0
93,lupash7,blaze0497,20171203182608,20171230003107,0
94,lupash7,byrdiemarquez,20171203182608,20171230011838,0
95,lupash7,Janice36017731,20171203182608,20171230013623,0
96,lupash7,DwayneTraut,20171203182608,20171230024623,0
97,lupash7,zflip26,20171203182608,20171230155338,0
98,lupash7,attentionmars,20171203182608,20180114234950,0
99,lupash7,Bamatopher,20171203182608,20180115011055,0
100,lupash7,ImRodriguez9,20171203182608,20180115021956,0
101,lupash7,saber24R,20171203182608,20180117001345,0
102,lupash7,durham5611,20171203182608,20180129025904,0
103,lupash7,mcall715432,20171203182608,20180129053118,0
104,lupash7,oathkeeper7777,20171203182608,20180129165345,0
105,lupash7,dennis_neier,20171203182608,20180203024507,0
106,lupash7,zefmar88,20171203182608,20180203143310,0
107,lupash7,EnglishTrerry,20171203182608,20180203180424,0
108,lupash7,migueldiablo65,20171203182608,20180204005421,0
109,lupash7,lawbarrett55,20171203182608,20180204020122,0
110,lupash7,InezLPN,20171203182608,20180204042150,0
111,lupash7,MangusColorado,20171203182608,20180204144117,0
112,lupash7,RiveraVinny,20171203182608,20180204200048,0
113,lupash7,cynr46_rueth,20171203182608,20180205153328,0
114,lupash7,lsmoore2405,20171203182608,20180205172741,0
115,lupash7,Calle48,20171203182608,20180205192945,0
116,lupash7,attentionmars,20171203182608,20180205222037,0
117,lupash7,JimCurley4,20171203182608,20180206134813,0
118,lupash7,crews_donnie,20171203182608,20180206162708,0
119,lupash7,JOHNWIL94936475,20171203182608,20180206175653,0
120,lupash7,mimi_gant,20171203182608,20180206183235,0
121,lupash7,JosephLThomasJr,20171203182608,20180206200333,0
122,lupash7,CostenRon,20171203182608,20180206233837,0
123,lupash7,JOHNWIL94936475,20171203182608,20180207033632,0
124,lupash7,tice_stacy,20171203182608,20180810022809,0
125,yojudenz,WilliamNerbonne,20171203194249,20171203201542,0
126,yojudenz,saveusrepublic2,20171203194249,20171203210538,0
127,yojudenz,starchaser57,20171203194249,20171203211439,0
128,yojudenz,Ettan1945,20171203194249,20171203213928,0
129,yojudenz,ThePipeStore,20171203194249,20171203223409,0
130,yojudenz,bronwyn1140,20171203194249,20171203223547,0
131,yojudenz,movie1212,20171203194249,20171203224052,0
132,yojudenz,michaelaw631,20171203194249,20171203224231,0
133,yojudenz,michaelaw631,20171203194249,20171203224304,0
134,yojudenz,Nappers824,20171203194249,20171203224655,0
135,yojudenz,kldreams61,20171203194249,20171203232254,0
136,yojudenz,ronwagn,20171203194249,20171203235836,0
137,yojudenz,ChasD3,20171203194249,20171204000916,0
138,yojudenz,Kurt_770A,20171203194249,20171204001322,0
139,yojudenz,nhssabine,20171203194249,20171204004048,0
140,yojudenz,RealMAGASteve,20171203194249,20171204005429,0
141,yojudenz,Billionaire128,20171203194249,20171204011911,0
142,yojudenz,tasteofaz,20171203194249,20171204012047,0
143,yojudenz,Stevenehumphrey,20171203194249,20171204012829,0
144,yojudenz,poooopers,20171203194249,20171204013020,0
145,yojudenz,fat2energy,20171203194249,20171204022645,0
146,yojudenz,cannoneerno4,20171203194249,20171204023310,0
147,yojudenz,Iridium24,20171203194249,20171204032020,0
148,yojudenz,CalRWinn,20171203194249,20171204032317,0
149,yojudenz,Ace__of__Hearts,20171203194249,20171204032907,0
150,yojudenz,sunbeltgirl,20171203194249,20171204033731,0
151,yojudenz,RuffusMD,20171203194249,20171204044300,0
152,yojudenz,DGHallow,20171203194249,20171204044746,0
153,yojudenz,A1arch,20171203194249,20171204102348,0
154,yojudenz,letgobestill,20171203194249,20171204142126,0
155,yojudenz,Melissa31920880,20171203194249,20171204144018,0
156,yojudenz,citigirl555,20171203194249,20171204145411,0
157,yojudenz,crosshairsonyou,20171203194249,20171204152345,0
158,yojudenz,patriots4trump,20171203194249,20171204173822,0
159,yojudenz,BillyBoysDaddy,20171203194249,20171204174031,0
160,yojudenz,BillyBoysDaddy,20171203194249,20171204174649,0
161,yojudenz,kin2souls,20171203194249,20171204175729,0
162,yojudenz,Mmarty1230,20171203194249,20171204182636,0
163,yojudenz,kangenagicdave,20171203194249,20171204185223,0
164,yojudenz,soxfaninpa1,20171203194249,20171204185602,0
165,yojudenz,lumpy3148,20171203194249,20171204205501,0
166,yojudenz,lumpy3148,20171203194249,20171204205503,0
167,yojudenz,TmottaDing,20171203194249,20171204214032,0
168,yojudenz,cwoolley06,20171203194249,20171204223928,0
169,yojudenz,patrickemry,20171203194249,20171204235613,0
170,yojudenz,HoylandEileen,20171203194249,20171205003415,0
171,yojudenz,nclawyer2,20171203194249,20171205012437,0
172,yojudenz,bestra6169,20171203194249,20171205013001,0
173,yojudenz,russosimon,20171203194249,20171205020320,0
174,yojudenz,BigBobDC68,20171203194249,20171205042559,0
175,yojudenz,NEPTUNE1X2X,20171203194249,20171205051801,0
176,yojudenz,Shannon091171,20171203194249,20171205054256,0
177,yojudenz,ASteveRobinson,20171203194249,20171205061818,0
178,yojudenz,lesliedalehicks,20171203194249,20171205113225,0
179,yojudenz,ArizonaSun3,20171203194249,20171205153208,0
180,yojudenz,byrdiemarquez,20171203194249,20171205161508,0
181,yojudenz,focusnewspro,20171203194249,20171205174036,0
182,yojudenz,snyder777,20171203194249,20171205174954,0
183,yojudenz,PJ_Phares,20171203194249,20171205215803,0
184,yojudenz,toppertaco,20171203194249,20171205235902,0
185,yojudenz,jeanmarie1023,20171203194249,20171206010201,0
186,yojudenz,GoodScienceFYou,20171203194249,20171206060857,0
187,yojudenz,155thMed,20171203194249,20171206102616,0
188,yojudenz,RDVarley,20171203194249,20171206110136,0
189,yojudenz,MichaelBendall7,20171203194249,20171207024727,0
190,yojudenz,twin0830us,20171203194249,20171207040616,0
191,yojudenz,rkaley1,20171203194249,20171208014241,0
192,yojudenz,PRheydt,20171203194249,20171208042950,0
193,yojudenz,borderfox116,20171203194249,20171208110831,0
194,yojudenz,RoyMcCampbell,20171203194249,20171208231748,0
195,yojudenz,royfmc,20171203194249,20171208231749,0
196,yojudenz,blaze0497,20171203194249,20171209104545,0
197,yojudenz,jboatman3,20171203194249,20171209114819,0
198,yojudenz,teri3622,20171203194249,20171209121634,0
199,yojudenz,teri3622,20171203194249,20171213162516,0
200,yojudenz,tennesseepeggy,20171203194249,20171213165002,0
201,yojudenz,marvelbrannock,20171203194249,20171213192724,0
202,yojudenz,jerrydr,20171203194249,20171213203741,0
203,yojudenz,Kittykatnip1970,20171203194249,20171213230122,0
204,yojudenz,BrettWSabio,20171203194249,20171215005341,0
205,yojudenz,garzagarza1972,20171203194249,20171216003652,0
206,yojudenz,blaze0497,20171203194249,20171217000053,0
207,yojudenz,mks8864,20171203194249,20171217122129,0
208,yojudenz,PattiPropst,20171203194249,20171217155054,0
209,yojudenz,TVOTP1,20171203194249,20171218133707,0
210,yojudenz,IRONRHINO333,20171203194249,20171219035400,0
211,yojudenz,ccc122436,20171203194249,20171222041042,0
212,yojudenz,ken_parrish,20171203194249,20171222134642,0
213,yojudenz,blaze0497,20171203194249,20171223145701,0
214,yojudenz,mitigirl,20171203194249,20171225004448,0
215,yojudenz,wbrock2,20171203194249,20171228014301,0
216,yojudenz,oscar23_fuentes,20171203194249,20171229023413,0
217,yojudenz,blaze0497,20171203194249,20171230003107,0
218,yojudenz,byrdiemarquez,20171203194249,20171230011838,0
219,yojudenz,Janice36017731,20171203194249,20171230013623,0
220,yojudenz,DwayneTraut,20171203194249,20171230024623,0
221,yojudenz,zflip26,20171203194249,20171230155338,0
222,yojudenz,attentionmars,20171203194249,20180114234950,0
223,yojudenz,Bamatopher,20171203194249,20180115011055,0
224,yojudenz,ImRodriguez9,20171203194249,20180115021956,0
225,yojudenz,saber24R,20171203194249,20180117001345,0
226,yojudenz,durham5611,20171203194249,20180129025904,0
227,yojudenz,mcall715432,20171203194249,20180129053118,0
228,yojudenz,oathkeeper7777,20171203194249,20180129165345,0
229,yojudenz,dennis_neier,20171203194249,20180203024507,0
230,yojudenz,zefmar88,20171203194249,20180203143310,0
231,yojudenz,EnglishTrerry,20171203194249,20180203180424,0
232,yojudenz,migueldiablo65,20171203194249,20180204005421,0
233,yojudenz,lawbarrett55,20171203194249,20180204020122,0
234,yojudenz,InezLPN,20171203194249,20180204042150,0
235,yojudenz,MangusColorado,20171203194249,20180204144117,0
236,yojudenz,RiveraVinny,20171203194249,20180204200048,0
237,yojudenz,cynr46_rueth,20171203194249,20180205153328,0
238,yojudenz,lsmoore2405,20171203194249,20180205172741,0
239,yojudenz,Calle48,20171203194249,20180205192945,0
240,yojudenz,attentionmars,20171203194249,20180205222037,0
241,yojudenz,JimCurley4,20171203194249,20180206134813,0
242,yojudenz,crews_donnie,20171203194249,20180206162708,0
243,yojudenz,JOHNWIL94936475,20171203194249,20180206175653,0
244,yojudenz,mimi_gant,20171203194249,20180206183235,0
245,yojudenz,JosephLThomasJr,20171203194249,20180206200333,0
246,yojudenz,CostenRon,20171203194249,20180206233837,0
247,yojudenz,JOHNWIL94936475,20171203194249,20180207033632,0
248,yojudenz,tice_stacy,20171203194249,20180810022809,0
249,WilliamNerbonne,saveusrepublic2,20171203201542,20171203210538,0
250,WilliamNerbonne,starchaser57,20171203201542,20171203211439,0
251,WilliamNerbonne,Ettan1945,20171203201542,20171203213928,0
252,WilliamNerbonne,ThePipeStore,20171203201542,20171203223409,0
253,WilliamNerbonne,bronwyn1140,20171203201542,20171203223547,0
254,WilliamNerbonne,movie1212,20171203201542,20171203224052,0
255,WilliamNerbonne,michaelaw631,20171203201542,20171203224231,0
256,WilliamNerbonne,michaelaw631,20171203201542,20171203224304,0
257,WilliamNerbonne,Nappers824,20171203201542,20171203224655,0
258,WilliamNerbonne,kldreams61,20171203201542,20171203232254,0
259,WilliamNerbonne,ronwagn,20171203201542,20171203235836,0
260,WilliamNerbonne,ChasD3,20171203201542,20171204000916,0
261,WilliamNerbonne,Kurt_770A,20171203201542,20171204001322,0
262,WilliamNerbonne,nhssabine,20171203201542,20171204004048,0
263,WilliamNerbonne,RealMAGASteve,20171203201542,20171204005429,0
264,WilliamNerbonne,Billionaire128,20171203201542,20171204011911,0
265,WilliamNerbonne,tasteofaz,20171203201542,20171204012047,0
266,WilliamNerbonne,Stevenehumphrey,20171203201542,20171204012829,0
267,WilliamNerbonne,poooopers,20171203201542,20171204013020,0
268,WilliamNerbonne,fat2energy,20171203201542,20171204022645,0
269,WilliamNerbonne,cannoneerno4,20171203201542,20171204023310,0
270,WilliamNerbonne,Iridium24,20171203201542,20171204032020,0
271,WilliamNerbonne,CalRWinn,20171203201542,20171204032317,0
272,WilliamNerbonne,Ace__of__Hearts,20171203201542,20171204032907,0
273,WilliamNerbonne,sunbeltgirl,20171203201542,20171204033731,0
274,WilliamNerbonne,RuffusMD,20171203201542,20171204044300,0
275,WilliamNerbonne,DGHallow,20171203201542,20171204044746,0
276,WilliamNerbonne,A1arch,20171203201542,20171204102348,0
277,WilliamNerbonne,letgobestill,20171203201542,20171204142126,0
278,WilliamNerbonne,Melissa31920880,20171203201542,20171204144018,0
279,WilliamNerbonne,citigirl555,20171203201542,20171204145411,0
280,WilliamNerbonne,crosshairsonyou,20171203201542,20171204152345,0
281,WilliamNerbonne,patriots4trump,20171203201542,20171204173822,0
282,WilliamNerbonne,BillyBoysDaddy,20171203201542,20171204174031,0
283,WilliamNerbonne,BillyBoysDaddy,20171203201542,20171204174649,0
284,WilliamNerbonne,kin2souls,20171203201542,20171204175729,0
285,WilliamNerbonne,Mmarty1230,20171203201542,20171204182636,0
286,WilliamNerbonne,kangenagicdave,20171203201542,20171204185223,0
287,WilliamNerbonne,soxfaninpa1,20171203201542,20171204185602,0
288,WilliamNerbonne,lumpy3148,20171203201542,20171204205501,0
289,WilliamNerbonne,lumpy3148,20171203201542,20171204205503,0
290,WilliamNerbonne,TmottaDing,20171203201542,20171204214032,0
291,WilliamNerbonne,cwoolley06,20171203201542,20171204223928,0
292,WilliamNerbonne,patrickemry,20171203201542,20171204235613,0
293,WilliamNerbonne,HoylandEileen,20171203201542,20171205003415,0
294,WilliamNerbonne,nclawyer2,20171203201542,20171205012437,0
295,WilliamNerbonne,bestra6169,20171203201542,20171205013001,0
296,WilliamNerbonne,russosimon,20171203201542,20171205020320,0
297,WilliamNerbonne,BigBobDC68,20171203201542,20171205042559,0
298,WilliamNerbonne,NEPTUNE1X2X,20171203201542,20171205051801,0
299,WilliamNerbonne,Shannon091171,20171203201542,20171205054256,0
300,WilliamNerbonne,ASteveRobinson,20171203201542,20171205061818,0
301,WilliamNerbonne,lesliedalehicks,20171203201542,20171205113225,0
302,WilliamNerbonne,ArizonaSun3,20171203201542,20171205153208,0
303,WilliamNerbonne,byrdiemarquez,20171203201542,20171205161508,0
304,WilliamNerbonne,focusnewspro,20171203201542,20171205174036,0
305,WilliamNerbonne,snyder777,20171203201542,20171205174954,0
306,WilliamNerbonne,PJ_Phares,20171203201542,20171205215803,0
307,WilliamNerbonne,toppertaco,20171203201542,20171205235902,0
308,WilliamNerbonne,jeanmarie1023,20171203201542,20171206010201,0
309,WilliamNerbonne,GoodScienceFYou,20171203201542,20171206060857,0
310,WilliamNerbonne,155thMed,20171203201542,20171206102616,0
311,WilliamNerbonne,RDVarley,20171203201542,20171206110136,0
312,WilliamNerbonne,MichaelBendall7,20171203201542,20171207024727,0
313,WilliamNerbonne,twin0830us,20171203201542,20171207040616,0
314,WilliamNerbonne,rkaley1,20171203201542,20171208014241,0
315,WilliamNerbonne,PRheydt,20171203201542,20171208042950,0
316,WilliamNerbonne,borderfox116,20171203201542,20171208110831,0
317,WilliamNerbonne,RoyMcCampbell,20171203201542,20171208231748,0
318,WilliamNerbonne,royfmc,20171203201542,20171208231749,0
319,WilliamNerbonne,blaze0497,20171203201542,20171209104545,0
320,WilliamNerbonne,jboatman3,20171203201542,20171209114819,0
321,WilliamNerbonne,teri3622,20171203201542,20171209121634,0
322,WilliamNerbonne,teri3622,20171203201542,20171213162516,0
323,WilliamNerbonne,tennesseepeggy,20171203201542,20171213165002,0
324,WilliamNerbonne,marvelbrannock,20171203201542,20171213192724,0
325,WilliamNerbonne,jerrydr,20171203201542,20171213203741,0
326,WilliamNerbonne,Kittykatnip1970,20171203201542,20171213230122,0
327,WilliamNerbonne,BrettWSabio,20171203201542,20171215005341,0
328,WilliamNerbonne,garzagarza1972,20171203201542,20171216003652,0
329,WilliamNerbonne,blaze0497,20171203201542,20171217000053,0
330,WilliamNerbonne,mks8864,20171203201542,20171217122129,0
331,WilliamNerbonne,PattiPropst,20171203201542,20171217155054,0
332,WilliamNerbonne,TVOTP1,20171203201542,20171218133707,0
333,WilliamNerbonne,IRONRHINO333,20171203201542,20171219035400,0
334,WilliamNerbonne,ccc122436,20171203201542,20171222041042,0
335,WilliamNerbonne,ken_parrish,20171203201542,20171222134642,0
336,WilliamNerbonne,blaze0497,20171203201542,20171223145701,0
337,WilliamNerbonne,mitigirl,20171203201542,20171225004448,0
338,WilliamNerbonne,wbrock2,20171203201542,20171228014301,0
339,WilliamNerbonne,oscar23_fuentes,20171203201542,20171229023413,0
340,WilliamNerbonne,blaze0497,20171203201542,20171230003107,0
341,WilliamNerbonne,byrdiemarquez,20171203201542,20171230011838,0
342,WilliamNerbonne,Janice36017731,20171203201542,20171230013623,0
343,WilliamNerbonne,DwayneTraut,20171203201542,20171230024623,0
344,WilliamNerbonne,zflip26,20171203201542,20171230155338,0
345,WilliamNerbonne,attentionmars,20171203201542,20180114234950,0
346,WilliamNerbonne,Bamatopher,20171203201542,20180115011055,0
347,WilliamNerbonne,ImRodriguez9,20171203201542,20180115021956,0
348,WilliamNerbonne,saber24R,20171203201542,20180117001345,0
349,WilliamNerbonne,durham5611,20171203201542,20180129025904,0
350,WilliamNerbonne,mcall715432,20171203201542,20180129053118,0
351,WilliamNerbonne,oathkeeper7777,20171203201542,20180129165345,0
352,WilliamNerbonne,dennis_neier,20171203201542,20180203024507,0
353,WilliamNerbonne,zefmar88,20171203201542,20180203143310,0
354,WilliamNerbonne,EnglishTrerry,20171203201542,20180203180424,0
355,WilliamNerbonne,migueldiablo65,20171203201542,20180204005421,0
356,WilliamNerbonne,lawbarrett55,20171203201542,20180204020122,0
357,WilliamNerbonne,InezLPN,20171203201542,20180204042150,0
358,WilliamNerbonne,MangusColorado,20171203201542,20180204144117,0
359,WilliamNerbonne,RiveraVinny,20171203201542,20180204200048,0
360,WilliamNerbonne,cynr46_rueth,20171203201542,20180205153328,0
361,WilliamNerbonne,lsmoore2405,20171203201542,20180205172741,0
362,WilliamNerbonne,Calle48,20171203201542,20180205192945,0
363,WilliamNerbonne,attentionmars,20171203201542,20180205222037,0
364,WilliamNerbonne,JimCurley4,20171203201542,20180206134813,0
365,WilliamNerbonne,crews_donnie,20171203201542,20180206162708,0
366,WilliamNerbonne,JOHNWIL94936475,20171203201542,20180206175653,0
367,WilliamNerbonne,mimi_gant,20171203201542,20180206183235,0
368,WilliamNerbonne,JosephLThomasJr,20171203201542,20180206200333,0
369,WilliamNerbonne,CostenRon,20171203201542,20180206233837,0
370,WilliamNerbonne,JOHNWIL94936475,20171203201542,20180207033632,0
371,WilliamNerbonne,tice_stacy,20171203201542,20180810022809,0
372,saveusrepublic2,starchaser57,20171203210538,20171203211439,0
373,saveusrepublic2,Ettan1945,20171203210538,20171203213928,0
374,saveusrepublic2,ThePipeStore,20171203210538,20171203223409,0
375,saveusrepublic2,bronwyn1140,20171203210538,20171203223547,0
376,saveusrepublic2,movie1212,20171203210538,20171203224052,0
377,saveusrepublic2,michaelaw631,20171203210538,20171203224231,0
378,saveusrepublic2,michaelaw631,20171203210538,20171203224304,0
379,saveusrepublic2,Nappers824,20171203210538,20171203224655,0
380,saveusrepublic2,kldreams61,20171203210538,20171203232254,0
381,saveusrepublic2,ronwagn,20171203210538,20171203235836,0
382,saveusrepublic2,ChasD3,20171203210538,20171204000916,0
383,saveusrepublic2,Kurt_770A,20171203210538,20171204001322,0
384,saveusrepublic2,nhssabine,20171203210538,20171204004048,0
385,saveusrepublic2,RealMAGASteve,20171203210538,20171204005429,0
386,saveusrepublic2,Billionaire128,20171203210538,20171204011911,0
387,saveusrepublic2,tasteofaz,20171203210538,20171204012047,0
388,saveusrepublic2,Stevenehumphrey,20171203210538,20171204012829,0
389,saveusrepublic2,poooopers,20171203210538,20171204013020,0
390,saveusrepublic2,fat2energy,20171203210538,20171204022645,0
391,saveusrepublic2,cannoneerno4,20171203210538,20171204023310,0
392,saveusrepublic2,Iridium24,20171203210538,20171204032020,0
393,saveusrepublic2,CalRWinn,20171203210538,20171204032317,0
394,saveusrepublic2,Ace__of__Hearts,20171203210538,20171204032907,0
395,saveusrepublic2,sunbeltgirl,20171203210538,20171204033731,0
396,saveusrepublic2,RuffusMD,20171203210538,20171204044300,0
397,saveusrepublic2,DGHallow,20171203210538,20171204044746,0
398,saveusrepublic2,A1arch,20171203210538,20171204102348,0
399,saveusrepublic2,letgobestill,20171203210538,20171204142126,0
400,saveusrepublic2,Melissa31920880,20171203210538,20171204144018,0
401,saveusrepublic2,citigirl555,20171203210538,20171204145411,0
402,saveusrepublic2,crosshairsonyou,20171203210538,20171204152345,0
403,saveusrepublic2,patriots4trump,20171203210538,20171204173822,0
404,saveusrepublic2,BillyBoysDaddy,20171203210538,20171204174031,0
405,saveusrepublic2,BillyBoysDaddy,20171203210538,20171204174649,0
406,saveusrepublic2,kin2souls,20171203210538,20171204175729,0
407,saveusrepublic2,Mmarty1230,20171203210538,20171204182636,0
408,saveusrepublic2,kangenagicdave,20171203210538,20171204185223,0
409,saveusrepublic2,soxfaninpa1,20171203210538,20171204185602,0
410,saveusrepublic2,lumpy3148,20171203210538,20171204205501,0
411,saveusrepublic2,lumpy3148,20171203210538,20171204205503,0
412,saveusrepublic2,TmottaDing,20171203210538,20171204214032,0
413,saveusrepublic2,cwoolley06,20171203210538,20171204223928,0
414,saveusrepublic2,patrickemry,20171203210538,20171204235613,0
415,saveusrepublic2,HoylandEileen,20171203210538,20171205003415,0
416,saveusrepublic2,nclawyer2,20171203210538,20171205012437,0
417,saveusrepublic2,bestra6169,20171203210538,20171205013001,0
418,saveusrepublic2,russosimon,20171203210538,20171205020320,0
419,saveusrepublic2,BigBobDC68,20171203210538,20171205042559,0
420,saveusrepublic2,NEPTUNE1X2X,20171203210538,20171205051801,0
421,saveusrepublic2,Shannon091171,20171203210538,20171205054256,0
422,saveusrepublic2,ASteveRobinson,20171203210538,20171205061818,0
423,saveusrepublic2,lesliedalehicks,20171203210538,20171205113225,0
424,saveusrepublic2,ArizonaSun3,20171203210538,20171205153208,0
425,saveusrepublic2,byrdiemarquez,20171203210538,20171205161508,0
426,saveusrepublic2,focusnewspro,20171203210538,20171205174036,0
427,saveusrepublic2,snyder777,20171203210538,20171205174954,0
428,saveusrepublic2,PJ_Phares,20171203210538,20171205215803,0
429,saveusrepublic2,toppertaco,20171203210538,20171205235902,0
430,saveusrepublic2,jeanmarie1023,20171203210538,20171206010201,0
431,saveusrepublic2,GoodScienceFYou,20171203210538,20171206060857,0
432,saveusrepublic2,155thMed,20171203210538,20171206102616,0
433,saveusrepublic2,RDVarley,20171203210538,20171206110136,0
434,saveusrepublic2,MichaelBendall7,20171203210538,20171207024727,0
435,saveusrepublic2,twin0830us,20171203210538,20171207040616,0
436,saveusrepublic2,rkaley1,20171203210538,20171208014241,0
437,saveusrepublic2,PRheydt,20171203210538,20171208042950,0
438,saveusrepublic2,borderfox116,20171203210538,20171208110831,0
439,saveusrepublic2,RoyMcCampbell,20171203210538,20171208231748,0
440,saveusrepublic2,royfmc,20171203210538,20171208231749,0
441,saveusrepublic2,blaze0497,20171203210538,20171209104545,0
442,saveusrepublic2,jboatman3,20171203210538,20171209114819,0
443,saveusrepublic2,teri3622,20171203210538,20171209121634,0
444,saveusrepublic2,teri3622,20171203210538,20171213162516,0
445,saveusrepublic2,tennesseepeggy,20171203210538,20171213165002,0
446,saveusrepublic2,marvelbrannock,20171203210538,20171213192724,0
447,saveusrepublic2,jerrydr,20171203210538,20171213203741,0
448,saveusrepublic2,Kittykatnip1970,20171203210538,20171213230122,0
449,saveusrepublic2,BrettWSabio,20171203210538,20171215005341,0
450,saveusrepublic2,garzagarza1972,20171203210538,20171216003652,0
451,saveusrepublic2,blaze0497,20171203210538,20171217000053,0
452,saveusrepublic2,mks8864,20171203210538,20171217122129,0
453,saveusrepublic2,PattiPropst,20171203210538,20171217155054,0
454,saveusrepublic2,TVOTP1,20171203210538,20171218133707,0
