id,name,weight
473,SecretSaint2016,2
474,It_IsraHumanism,1
475,AtheistsofFla,1
476,A1l1g1p1,1
477,charlesazorn,1
478,markstudner,1
479,oriole1j,1
480,benzionjohannon,4
481,Jefflight10,2
482,rmuse,1
483,debbie_ahmed,1
484,ldcl35,1
485,sue220154,1
486,LandSurfingPro,1
487,Michaelff53,1
488,passionjurnal,1
489,SallyDeal4,1
490,momros,1
491,SP0RT5,1
492,OOsal,3
493,xyz321abc,1
494,Thesilvernana,1
495,gritslady,3
496,UrbanUniqueJewe,1
497,NessaSuicide,1
498,ShelliTweetz,1
499,JoymcdMcdonald,2
500,iambatmandoug,1
501,doc5770,2
502,ReneeDeLeon2016,1
503,40AcresAnd,1
504,LARealEstateLA,1
505,kileyklan1,1
506,RobertoHiers,1
507,deeannsea,2
508,greggo34,1
509,MarilouGeorge,1
510,michaeldunn1974,1
511,pozdragon64,1
512,ZygmuntMarcia,1
513,JanRadovic,1
514,napier36,2
515,Mfoxjackson,1
516,Ghettonewz,1
517,EdwardsRie,1
518,Boodoggy3,1
519,ZiggysPreschool,1
520,lizlogan76,1
521,MomMouse3,1
522,stewart_fed,1
523,nathanielsells,1
524,REH530,1
525,Timesmithing,1
526,dougMmidgley,2
527,mickivoss,1
528,Brasilmagic,3
529,MarkHess4,1
530,Wcr46571122,1
531,DorianSnyder,1
532,CoreyFreeUU,1
533,slmbs9,1
534,aicwebmaster,1
535,grammaturtleQ,1
536,marilynrbush,1
537,3pines,1
538,BerntJohnson,1
539,NYrye,1
540,MaineMomof3,1
541,DRandall,1
542,jimcombs,1
543,kybreese54,1
544,studioclub,1
545,Mongo78,1
546,anuthaque4u,1
547,kindcutesteve,2
548,MikeDus9,1
549,alanbwilliams,2
550,bamer,1
551,mamarocks54,1
552,Ariana2211,1
553,1slclarke,1
554,PicturesByFozia,1
555,Lioness95834,1
556,Pina169,1
557,leftwingnobody1,1
558,leftwingnobody,1
559,MAlib4eva,1
560,microdac,1
561,ahzoov,2
562,debtwigg,1
563,Ruthanasia,1
564,jeffdrosenberg,1
565,JeriInSantaFe,1
566,fidoeinstein,1
567,Lynestel,1
568,PatrickGfroerer,1
569,GlennMPR,1
570,acresofbeauty,1
571,htremper71,1
572,justcallmebecks,1
573,Komishi,1
574,aulddawg75,1
575,ecarder9,1
576,mrclassicalmusi,1
577,untroublesome,1
578,rvilmi,2
579,Caz55407171,1
580,camedguz,1
581,matbo2,1
582,AliceRuthLynn,1
583,PeterETyrrell,1
584,TammyDignan1,1
585,KoLDBLooDeD714,1
586,ChickyChicker,1
587,Iraqolizer,2
588,marysmaier,1
589,lsabik88,1
590,ZaggyD5,1
591,HappilyH,2
592,SheloraFitz,1
593,MarkSchwebke,2
594,diddymcc,1
595,Biggub,1
596,OnlyEveryMonday,1
597,ACarlaSimpson,1
598,ArtPmac,1
599,nanciedance,1
600,jamiestopover,1
601,Kelisia,2
602,ValerieBline,1
603,JustJennyEssex,2
604,thelegendflames,1
605,Alyson93,1
606,1innerchild,1
607,ChrisKeelty,1
608,rdunbar83,1
609,EllaMarquesBook,1
610,ChrisdeB,1
611,greatful1921,1
612,diversityfandom,1
613,ddsl1984,1
614,nan_haze27,1
615,Whiteboii_ENT,1
616,DannyBraverman,1
617,destinygroove,3
618,tortysoft,1
619,Kupoberry,1
620,raywilton4,1
621,hhmhilliard,1
622,WheatEquustexas,1
623,Okavangomick,2
624,Janerthered,1
625,laurienpearl,1
626,AddingtonSub,1
627,fvllaz,1
628,jgiro,1
629,JRobertNOLA,1
630,Rachel_Gal,1
631,CBryanKing,1
632,AnonRizing2013,1
633,MajMonster,1
634,garethjohnrober,1
635,DrAyeshaAshfaq,1
636,Kasso_FGO,1
637,haylzmyumi,1
638,kevinpaulallert,1
639,SML_24seven,1
640,JungleBoyz132,1
641,angelaharkavy,1
642,JeffreeRando,1
643,ralphprettyboy,1
644,nobasicchick,1
645,anxiousmeatball,1
646,567matthew,1
647,bdcozzoinger,1
648,AlaskanNovelist,2
649,Lockjawsmiff,1
650,fengshuikaty,1
651,Weird_Wesley,1
652,Jkinke,1
653,508gloryFelix,1
654,havefaith00_15,2
655,Sly00,1
656,ThomasM73519782,2
657,joancarroll,1
658,painter87048,1
659,AnamjemWAK,1
660,BABYDOLL666,1
661,Noofer55,1
662,RobertWJones,1
663,HeiressMommy,1
664,YGoulet,1
665,JRTailand,1
666,meaws_com,1
667,cameo212,1
668,honestpatriot,1
669,LGund71,1
670,PoliticalAnt,1
671,mycarlisle,1
672,madlymad,1
673,wayne1sch,1
674,RogerCh25625256,1
675,DavidCourageous,1
676,Alayahu,1
677,kristinamillona,1
678,Light_Uzumaki,1
679,joanna626,1
680,rboblee,1
681,tseelow13,2
682,Kessadancer,1
683,robinboddy,1
684,LawlessActor,1
685,kitTeresa,1
686,NewsTalk2,1
687,diz29,1
688,diamondryan,1
689,mudskipper,1
690,larryinep,1
691,JudeReneMontars,2
692,paul1190,1
693,nbshulman,1
694,tmpwproject,1
695,ashleybouder,1
696,tplundgren,1
697,SoOvrTheRainbow,1
698,Cacaogurl333,1
699,VerarmrzElvira,1
700,Sojourners2013,1
701,Ike1986,1
702,klgillum,1
703,papablues050164,2
704,Doris19555,1
705,deborahkass,1
706,sassyladyfl,1
707,xns6,1
708,DonHarrisonUK,2
709,Glen_Pritchard,1
710,wbrentchandler,1
711,kellybob_0,1
712,ZachGlass,1
713,brandingcupid,1
714,AnnInVA00,1
715,brianoltman,1
716,JHasselroth,1
717,RobAlanHammond,1
718,Wanderer19,1
719,hailawho,1
720,KsLeeba,1
721,MogP,1
722,jhante,1
723,StCyrlyMe2,1
724,e1ais,2
725,eddieleecorley,1
726,pieterkeeve,1
727,kelliecaulder,1
728,bain_asad,1
729,CapeDodie,1
730,PereraSumi,1
731,jemnascar,1
732,MStewart102,1
733,standleejim,1
734,Marlene37563445,1
735,HughCallaway,1
736,Wildrider51,1
737,jason_b5,1
738,DavidKGather,1
739,HospitablyBobby,1
740,MikeHindBDA,1
741,peterreedsartis,1
742,hopbin,1
743,josepbaucells12,1
744,HelfrichRJ,1
745,dutch163,1
746,ronniey5,1
747,drdion62,1
748,MichaelPierce27,2
749,OjedaOpio,1
750,message1mil,1
751,ValkyrieTurner,1
752,EyeCandyGallery,1
753,S9elham,1
754,Qtalktv,1
755,dmspeech,1
756,GualtieriEdward,1
757,JaredMabie,1
758,JointOccupy,1
759,cyberbiota,1
760,AlufKwabenaBey,1
761,MtnMD,1
762,barbls23,1
763,ReisaMiller,1
764,clementsmichae2,1
765,adammusicrocks,1
766,ScoopSpokes,1
767,Minx970,1
768,_michael__allen,1
769,BaltOUTloud,1
770,weeze123go,1
771,ishtarmuz,1
772,Emptrix,1
773,rontredding,1
774,PairleeB,1
775,gwlarson2002,1
776,Mia4Jah,1
777,MediumTony1,1
778,JohnBadger41,1
779,rayt009,1
780,klassalle,2
781,Maryaclare,1
782,knute_scion,1
783,EdwardMKennedy2,1
784,robertfranek,1
785,briheller,6
786,PaulDeCristofo4,1
787,sperlaervin,1
788,suerb2,1
789,PassTheSalty,1
790,WhistlerHeidi,1
791,indig7,3
792,JamesMelville,1
793,Yusaku37545515,1
794,MerlinofCanada,1
795,drew_wwwwd,1
796,CPBuffy19,1
797,JeromePatrone,2
798,Flo_Prank_TV,1
799,M_elle082,2
800,TalkingWthTammy,1
801,picardtng,1
802,AgnewRaymond,1
803,jojodollar,1
804,AtelierN,1
805,BurnsJ2003,1
806,NormanSie,2
807,yauzzie,1
808,katlivezey,1
809,InnocentENdukai,1
810,GeneTerenzioSr,1
811,Chargersbride,2
812,KellieSelf1,1
813,colbynews,1
814,ariela_paul,1
815,richardredhawk,1
816,sorensw,3
817,deanbcfc,1
818,kevinredefined,1
819,Infowarrior10,1
820,BrandonJLandry,1
821,macfhion,1
822,jimdandey1,1
823,BKaysac,4
824,Footdoc65,1
825,News1Lightning,4
826,RbBenzi,1
827,submarelime,2
828,MYOK65,3
829,vigairina,1
830,bakegoodsbysuz1,1
831,flttrbydragnfly,1
832,Fire_inmybones,1
833,vsdiva10,2
834,CobraNoose88,1
835,ThePromiseBook,1
836,xxtopbrickxxx,1
837,Epsilon936,2
838,KAYLEEBURRIS,1
839,PatriciaNoname,1
840,jennyfrky,3
841,5mvaldivia2017,1
842,rejer1956,2
843,annettekiel,4
844,joaniedbq4,4
845,GateTres,1
846,risekarens,2
847,kokoeverett,2
848,Wingzblessed,1
849,erhardsymeon,2
850,queensting,1
851,RobEndert,1
852,Keoki51447110,1
853,LeliUndra,1
854,LoriPatriot,1
855,lindygonecrazy,1
856,barbara18288359,2
857,jeffreyneillong,2
858,Gothamguardian1,1
859,larrywax65,1
860,DiamondHomeNews,1
861,FrancescoMystic,1
862,AirnatureThe,1
863,TommyAnteau,1
864,HBronze,2
865,rickanime,1
866,debra0120,4
867,DAPUTERSHACK,1
868,hermit111111,2
869,ESpann4Truth,1
870,WICKEDXWAYS1972,1
871,MaxEndah,2
872,MSymbolik,3
873,FrankBahor,1
874,BobHucik,1
875,whtsschevy,1
876,mednurse202,5
877,chrissully1954,1
878,Hurshal,2
879,Lutontweets,2
880,SUSANASOUTO2013,1
881,Mel_Chizedek,2
882,Gol_Gotha,3
883,ZczZzcz,2
884,HurshalNewZ,2
885,Vandahmier,2
886,AfroPriest77,2
887,JamesGoodin3,1
888,Themebar,3
889,mkEmk,1
890,foti_galanis,1
891,Millennial_Rule,2
892,And_TheRest,2
893,elkepoley,5
894,SamanthaCotter9,2
895,farazkashigari,4
896,chriscull9,1
897,TheBlaze411,1
898,RevDavidKeane,1
899,sycipft,3
900,chelseaarobert1,2
901,HarryDill2,1
902,RuschMarilyn,1
903,PatriciaEggett2,1
904,NancyLightner,1
905,i_libros,2
906,hbhqbs,1
907,giftexchange3,1
908,FxyLdyRks,2
909,MaxxVerbosity,1
910,alb_dvd,1
911,PBoehler,1
912,alchannelal,1
913,purnell78,1
914,Trigga_x,2
915,SweetPaulaDee,1
916,DrajerPiotr,1
917,kingskid1776,1
918,AndrewLance13,1
919,LaundromatGypsy,1
920,VeriteGrace,2
921,Mingygirl,1
922,OWN_YOUROWNBANK,1
923,MichaelSamNews,1
924,jose_m_b_e,1
925,sarahdee1962,1
926,compton_ktc66,1
927,sparkyNadine,1
928,naturaldogcare,1
929,reysr4,1
930,Zeepertje,1
931,AwakeInCanada1,1
932,SteveRe57763754,1
933,Fiorell85824564,1
934,SaratogaPepper,1
935,arnoyuma,1
936,bgwayne72,1
937,LastAvengerCome,1
938,GloryLeeFisher1,1
939,WoodardHortense,1
940,HPSelf,1
941,Gyanokath,1
942,acard090,1
943,LadyDevastating,1
944,brothalan,1
945,jasdude,2
946,OBraga,1
947,fwilliams786,2
948,PegSheahan,1
949,PTREPRALUM,3
950,anthoneckist,1
951,RattlesnakeX,1
952,ellaadams2016,1
953,Botanics_Master,1
954,ruth99rs,1
955,777Francejacque,3
956,nowstuffnow,3
957,shannon4t76,1
958,tonyRealtor1,1
959,44actor,5
960,norton712,1
961,HarrysTruth7,1
962,profsecur,1
963,IJNIPGM,5
964,brittainsteven,1
965,Nobleman1978,1
966,ka_boom87,2
967,MiraculousBooks,1
968,yolishemp,2
969,YourMom25247800,1
970,RhondaDeeConn1,1
971,dsar588,1
972,felstadio,1
973,jean_wisk,3
974,AdderVan,1
975,C_A_N_S_T,1
976,MissionaryJapan,1
977,USARebelSway,2
978,gercelti,1
979,CardenasElanie,1
980,danavilcea,1
981,DrMendelsohn,1
982,annwhirlwind,1
983,saskjournalist,1
984,Beverly83389510,1
985,Miquwarchar,1
986,Maxine72467490,1
987,Fe51usaOrtega,1
988,ChristinaEvangi,1
989,rnsr4u,4
990,LilSwiffer6,1
991,Uplift_in_Truth,1
992,101_lifespark,1
993,Draveous1111,1
994,MauroRomanelli,1
995,Ahveekhy,2
996,xspindoc,2
997,iam_utfresh,4
998,iam_splendor1,2
999,pomeroytrans,1
1000,Purrpatrol,1
1001,ConnieLovesHugs,1
1002,EnetorpRoland,1
1003,HerbertSzlezak,1
1004,viper6puzzlekid,1
1005,ponyhunter2009,1
1006,disgruntledtrkr,3
1007,1024102410,1
1008,Rakiko_Hime,1
1009,Eccentrie,3
1010,Kehnguz,1
1011,David_ws_Goliat,1
1012,denisedebranch,3
1013,grandmama171,2
1014,46flathead,1
1015,Promodrone,1
1016,AdrianaStuijt,1
1017,denise_brophy,1
1018,hmmngbrd508,1
1019,hillclime,1
1020,BisimwaCh,1
1021,rhondac1919,1
1022,ExoticBear1,1
1023,OgojaFirstSon,1
1024,Joshluani,1
1025,zoran_valjevo,1
1026,JgvJaime,1
1027,andreasjonsso18,1
1028,9newdog,1
1029,Mary_Burgess,3
1030,Paul1958John,4
1031,casbarrod9,1
1032,senadmusic1968,1
1033,ColinJo01598773,1
1034,HispanicFox,1
1035,samantha121802,1
1036,JanetWe57407962,2
1037,JodiL792,1
1038,Stewart7146,1
1039,CherokeeBaron,1
1040,marewito1,1
1041,junktex,2
1042,rossrmarshall,2
1043,pujanke,1
1044,February2007,1
1045,missmusicdiva,1
1046,carol563,1
1047,zoltangy,1
1048,XPRSTHNX,1
1049,Molonlabe1944,2
1050,ETaff1,1
1051,jbykowsky,1
1052,Mike_Preston17,1
1053,AlmaHirsch1,1
1054,bobbie911,2
1055,AcaTuisamoa6,1
1056,h11484468,1
1057,TracieS1972,1
1058,HelmutNater,1
1059,oilfieldman1,1
1060,P_na_cova,4
1061,bel_conn,1
1062,MARIEMLAZY,1
1063,inkfate,1
1064,Chromedaffodils,1
1065,Sunnydaze143,3
1066,SJAKCuzyy,1
1067,comic_moviedz,1
1068,NnadedeJeremiah,1
1069,PrayerWarriors6,2
1070,marsvilt,1
1071,myriad8,1
1072,lolly2nd,2
1073,Tommyry321,1
1074,janjanzacap,1
1075,snailipoo,1
1076,AntoninoFlavio,1
1077,joedupont,2
1078,RevGAshcraft,1
1079,samissomar,1
1080,BakelsAdrianus,2
1081,david_davidsean,1
1082,jojoto30,1
1083,8e8051ea053641e,1
1084,BritanniaRoyals,1
1085,RNBenner,1
1086,spaceship3080,1
1087,ChipCampbell,3
1088,MessrJonJamison,1
1089,markericthered,1
1090,leahsaban,1
1091,wolfmanray,1
1092,DevilmaxRakesh,1
1093,DennisLeePeters,1
1094,jmad3517,1
1095,victorianlady27,1
1096,allan03548283,1
1097,srgcnns7715,1
1098,TheGr8Gamer2010,1
1099,mebeozz,1
1100,MichelleMojica6,1
1101,Engel_Jacobs,1
1102,hezhishang,1
1103,MungoMouthpiece,1
1104,TrecaYLDS,3
1105,Pearls0424,1
1106,janerross,1
1107,Windtalker15,1
1108,75dff0319bf44b7,1
1109,GayleAmerican,2
1110,reggaeflash21,1
1111,Maureenhommagm1,2
1112,leejac424,1
1113,lauriedriver910,1
1114,Mathieurivard6,1
1115,wave24m,1
1116,sadefenza,1
1117,yoshiezaki,2
1118,Mandemic007,2
1119,BMandy1,2
1120,Damian_Amadio,1
1121,Aulstrue,3
1122,KasinoMontell,1
1123,bobb2526,1
1124,LeslieJ90342024,1
1125,Belinda555777,1
1126,Samz333,1
1127,Ariadne38,1
1128,ElijahMurder,1
1129,moneypulatief,1
1130,victorious2678,1
1131,garempot,1
1132,ellahoward271,1
1133,PitStrand,1
1134,IronFalcon77,3
1135,elekonsult,1
1136,Stoccado,3
1137,ChikaBuzz16,1
1138,ojukwu_gerald,1
1139,LenoraLee13,1
1140,hiedify7,2
1141,Jerseygirl345,1
1142,grauleon,1
1143,asignfromheavan,1
1144,RenataZuluana,1
1145,MarkoFoley1,1
1146,GiovanniTruvi,1
1147,DMercyfulGrace,1
1148,papaboggie,1
1149,JohnBurdett20,1
1150,rockinstone925,1
1151,Hans11160S,1
1152,akonai958,1
1153,bullscheitt,1
1154,pankajmamde07,1
1155,HEROSFAME1,1
1156,GinaM121,1
1157,merlote777,2
1158,SatyaNa65606405,2
1159,bcsaym,2
1160,OmegaCubeSEO,1
1161,DamainWalsh,1
1162,JackMorram,1
1163,GodlessRobot,1
1164,casadoscaes,1
1165,FROG_ClothingUK,1
1166,eileenvn,1
1167,maiolomariogius,1
1168,dedhia_vishal,1
1169,daniellafont,1
1170,kathy_shurik,2
1171,Satya25,1
1172,tsmith3720,1
1173,LauaraM5S,1
1174,oude_lap,1
1175,krannoot,1
1176,HStukart,1
1177,jolataxi17,1
1178,mandarjoshisays,2
1179,kmbean122,1
1180,MubarakBala,1
1181,k_remedy,1
1182,LQSax,1
1183,BrazzaPaul,1
1184,bjportraits,1
1185,Baba_Mathebula,2
1186,TweetKingLucas,1
1187,k7a7m7a7l,2
1188,OlatunjiJob,1
1189,Akash97Mandal,1
1190,A3Patriot,1
1191,3028976308,2
1192,drgarynull,1
1193,Ghostriderjimc,1
1194,Nisse_Hoa,1
1195,chapo_tawanda,1
1196,1954Lars,1
1197,Barbpetlover,1
1198,dekukalion52,1
1199,lethed2002,1
1200,JosephRuggiero4,1
1201,KellyMacd51,1
1202,contentstrategi,1
1203,elkwhistle7,1
1204,NickFkiaras,1
1205,AVeljic,1
