number,tweet_ids,created_at,favorite_count,retweet_count,id_noticia,index,Id,user_created_at,followers,friends,verified
115,960161342651998208,20180204144117,6,4,politifact15014,0,MangusColorado,20110104223050,4626,4480,False
128,1027743374357536768,20180810022809,1,1,politifact15014,0,tice_stacy,20151110021548,10808,11481,False
129,972666281441878016,20180311025127,0,2,politifact15156,1,obamolizer,20140927220504,2284,1118,False
130,972678396575559680,20180311033935,9,11,politifact15156,1,OneMoreTime64,20171211012717,3466,4576,False
131,972827819993595904,20180311133321,1,1,politifact15156,1,SimplifyReason,20170422064709,17,112,False
142,972860485438644225,20180311154309,1,1,politifact15156,1,President,20110304022023,67865,31,False
171,972976846987055104,20180311232532,2,1,politifact15156,1,CamelotK,20110309001613,4915,3844,False
174,972982714134646784,20180311234850,3,1,politifact15156,1,claverackjac,20110421140148,8282,8626,False
180,973002934190592001,20180312010911,2,2,politifact15156,1,bhsnitzer,20170109004149,13755,13645,False
193,973052197192851456,20180312042456,27,12,politifact15156,1,CraigRozniecki,20130415200911,113638,113502,False
195,973132971678097408,20180312094555,2,5,politifact15156,1,Suma4720,20091116001144,6413,7365,False
205,973263735497416704,20180312182531,3,4,politifact15156,1,snopes,20080403170011,239718,62,True
216,975148149906997250,20180317231330,15,7,politifact15156,1,snopes,20080403170011,239718,62,True
226,929507659073687552,20171112003429,80,102,politifact14745,2,LairdMWilcox,20090724092618,29951,28653,False
230,929521804665909248,20171112013042,5,7,politifact14745,2,Brainykid2010,20141009165152,8719,9672,False
231,929523849179299841,20171112013850,3,2,politifact14745,2,vivian_vsb,20150807135008,1052,338,False
232,929528504198328320,20171112015719,1,4,politifact14745,2,Brainykid2010,20141009165152,8719,9672,False
234,929536359999705088,20171112022832,0,1,politifact14745,2,annykat41,20130819133904,742,836,False
240,929555180273549312,20171112034319,3,1,politifact14745,2,ArizonaSun3,20150804200902,6296,6919,False
246,929586902407061504,20171112054923,4,6,politifact14745,2,yojudenz,20130513041018,23687,25165,False
247,929596621687418880,20171112062800,7,12,politifact14745,2,amronsomar,20100321195706,18282,19954,False
253,929646571276374017,20171112094629,1,2,politifact14745,2,cbprincess5,20101003062256,5255,5503,False
258,929674946229538821,20171112113914,6,8,politifact14745,2,Anzers,20090123041722,5643,5371,False
260,929692643394760712,20171112124933,10,12,politifact14745,2,baberu,20090614233148,10783,9475,False
268,929720336760832001,20171112143936,1,2,politifact14745,2,sheila06942158,20121023182240,16588,18223,False
276,929741308809199616,20171112160256,2,4,politifact14745,2,cinders1313,20090414234012,5136,5241,False
278,929754487996248065,20171112165518,1,1,politifact14745,2,kylie_oneil75,20150925164935,20073,19341,False
285,929765703510577153,20171112173952,2,1,politifact14745,2,Karek22,20090629061322,251,341,False
290,929777322760294401,20171112182602,1,4,politifact14745,2,a3auntie,20121023164041,19075,19233,False
294,929786806018732032,20171112190343,8,10,politifact14745,2,NobamaDotCom,20090510021738,46519,0,False
296,929791693259493376,20171112192309,10,12,politifact14745,2,JoeXpressauto,20170108163015,30283,31076,False
297,929793613827006464,20171112193046,0,1,politifact14745,2,kin2souls,20140101231902,6769,4855,False
298,929794547290443776,20171112193429,1,6,politifact14745,2,CovfefeAlee,20170319001216,13933,13996,False
303,929800780097445889,20171112195915,1,3,politifact14745,2,cgpb,20080928000250,41169,41152,False
307,929804250972086272,20171112201303,0,1,politifact14745,2,NamVet6669,20110706183736,6223,6846,False
308,929811075679293440,20171112204010,0,1,politifact14745,2,LyleKlich,20120421153031,16098,16132,False
310,929811833908801536,20171112204310,2,3,politifact14745,2,LyleKlich,20120421153031,16098,16132,False
320,929853496773443585,20171112232844,2,2,politifact14745,2,S1776frdm,20120320204128,5338,5087,False
321,929869548278476800,20171113003231,0,1,politifact14745,2,rustythimble54,20100323233537,6715,6802,False
326,929889912933048320,20171113015326,3,7,politifact14745,2,beth2_k3a,20111115235350,37290,30094,False
328,929897870563692547,20171113022503,10,7,politifact14745,2,Zeke311,20090716171859,8476,8779,False
329,929909026879569922,20171113030923,126,159,politifact14745,2,SL1733,20140206005657,21449,5105,False
340,930060792824848384,20171113131227,2,1,politifact14745,2,jamestrumpster1,20161103161947,11968,13125,False
341,930075458657554432,20171113141043,16,28,politifact14745,2,Texastweetybird,20110610122409,12458,13250,False
342,930087245457117185,20171113145734,4,8,politifact14745,2,MangusColorado,20110104223050,4626,4480,False
343,930088520961708033,20171113150238,2,2,politifact14745,2,Texastweetybird,20110610122409,12458,13250,False
347,930177680485388288,20171113205655,11,11,politifact14745,2,Briinthesprings,20170927223918,9853,11026,False
348,930178369433546752,20171113205939,3,4,politifact14745,2,crosshairsonyou,20150407112342,7549,7395,False
349,930200501836120065,20171113222736,1,1,politifact14745,2,angelnmt2012,20121017224920,905,1354,False
351,930240024246870017,20171114010439,0,1,politifact14745,2,Creekredman,20090725135306,759,646,False
355,930357308974133248,20171114085042,1,1,politifact14745,2,goodinohio,20080929150738,11286,10842,False
359,930523505828990976,20171114195106,14,26,politifact14745,2,HomunculusLoikm,20110104131150,168775,110897,False
365,930863988283359233,20171115182404,0,1,politifact14745,2,Creekredman,20090725135306,759,646,False
378,931142637393981441,20171116125119,1,1,politifact14745,2,search4rr,20110601181836,16401,17007,False
380,931182332928712704,20171116152903,8,14,politifact14745,2,shortman5427,20090315162409,46638,51208,False
388,931272284899237888,20171116212629,0,2,politifact14745,2,toppertaco,20090609193443,7804,7293,False
392,931796675051470849,20171118081013,2,2,politifact14745,2,Hen2pa,20100615012652,83,67,False
428,887798752546869250,20170719221811,2,10,politifact14355,3,LeadStoriesCom,20150617153242,4175,3076,False
429,887829850123366400,20170720002146,0,1,politifact14355,3,karinaleech14,20090331225021,110,829,False
439,915249879341060096,20171003161910,0,1,politifact15371,4,stephenmcramer,20110211185704,1168,607,False
443,915322704361816064,20171003210833,1,2,politifact15371,4,coopah,20090822142743,22088,18802,False
444,915323189583949824,20171003211028,4,9,politifact15371,4,Peacepox,20100815050719,15063,16574,False
447,915327045164503040,20171003212548,1,1,politifact15371,4,Daity1,20110418131910,52,75,False
451,915328631957803009,20171003213206,17,39,politifact15371,4,EJLandwehr,20160402210758,22910,26021,False
452,915329045902053379,20171003213345,1,1,politifact15371,4,txstarkeeper,20110705205508,7304,7657,False
458,915339072419143681,20171003221335,2,1,politifact15371,4,415holgate,20150404161915,19694,17040,False
469,915369225119612928,20171004001324,0,1,politifact15371,4,beehappytoo,20140324034656,1185,4418,False
496,915661106953068544,20171004193314,12,8,politifact15371,4,hemantmehta,20090306052351,69243,219,True
498,915668552987938817,20171004200249,2,6,politifact15371,4,AthiestHuman,20151204195713,22565,18594,False
500,915672847657271296,20171004201953,0,1,politifact15371,4,JRLCHARTS,20090417185418,95000,12347,False
508,915699784190586880,20171004220656,5,7,politifact15371,4,EvanLHarris2,20161127091818,719,1266,False
509,915700221132312577,20171004220840,0,1,politifact15371,4,alp44,20090407004937,86,751,False
519,915757266963492864,20171005015521,0,1,politifact15371,4,olemissliberal,20110712222735,2115,2472,False
534,916001556360683520,20171005180604,0,2,politifact15371,4,mscgluk,20121228145513,4378,2318,False
541,916612328065339393,20171007103303,0,1,politifact15371,4,mscgluk,20121228145513,4378,2318,False
548,917410085239787521,20171009152303,0,1,politifact15371,4,mscgluk,20121228145513,4378,2318,False
564,923455989046706176,20171026074719,0,1,politifact15371,4,Daity1,20110418131910,52,75,False
579,923557409867608069,20171026143020,0,1,politifact15371,4,deeannsea,20090621220915,9,46,False
582,923567975839555584,20171026151219,7,6,politifact15371,4,MarilouGeorge,20090420172655,11082,10005,False
588,923612298593239040,20171026180826,0,1,politifact15371,4,Auxi13Sheila,20110708023619,2317,2389,False
602,923656612648308737,20171026210431,16,28,politifact15371,4,Brasilmagic,20090225035129,95395,56894,False
621,923723904681631744,20171027013155,0,5,politifact15371,4,kindcutesteve,20090316035248,10949,9486,False
626,923775607732711424,20171027045722,0,1,politifact15371,4,mamarocks54,20110808212008,1982,3361,False
638,923872676636233729,20171027112305,0,1,politifact15371,4,Ruthanasia,20090205235438,8725,9585,False
671,924291042559647744,20171028150531,0,1,politifact15371,4,SheloraFitz,20090201145014,297,460,False
680,924468304000909313,20171029024954,0,1,politifact15371,4,Kelisia,20090424011232,18510,20097,False
695,924905670389968896,20171030074750,0,2,politifact15371,4,DannyBraverman,20100421181805,1479,1125,False
707,925472633021517829,20171031212044,0,1,politifact15371,4,jgiro,20080601122359,2806,3148,False
711,925552720395857921,20171101023859,0,1,politifact15371,4,Rachel_Gal,20090903171605,229,161,False
723,926239961606696960,20171103000950,0,2,politifact15371,4,JeffreeRando,20090316161046,9831,10795,False
730,932084794170601472,20171119031506,0,1,politifact15371,4,AlaskanNovelist,20101025232126,36558,37331,False
733,942566664427761664,20171218012619,2,4,politifact15371,4,coopah,20090822142743,22088,18802,False
734,942566887333830656,20171218012712,2,4,politifact15371,4,Peacepox,20100815050719,15063,16574,False
738,942582717065121792,20171218023006,0,1,politifact15371,4,508gloryFelix,20161108165939,20753,22395,False
743,942630824494505984,20171218054116,2,3,politifact15371,4,joancarroll,20090427214254,14138,2402,False
759,942909200077860864,20171219000726,0,4,politifact15371,4,PoliticalAnt,20090629233835,16260,9051,False
763,942957792016470017,20171219032031,1,1,politifact15371,4,RogerCh25625256,20170714070604,717,1530,False
784,943472798017736704,20171220132658,0,1,politifact15371,4,nbshulman,20090227143538,394,449,False
816,945014154921783296,20171224193146,0,1,politifact15371,4,Wanderer19,20090619224255,37530,40004,False
820,950549130186719232,20180109020547,2,2,politifact15371,4,coopah,20090822142743,22088,18802,False
823,950553417860104193,20180109022249,1,1,politifact15371,4,jhante,20080613005450,215,1026,False
825,950569333448585223,20180109032604,1,1,politifact15371,4,StCyrlyMe2,20090226214104,16550,17963,False
826,950601214407925766,20180109053245,7,6,politifact15371,4,e1ais,20120831223551,15646,15816,False
852,952149940746227712,20180113120650,1,1,politifact15371,4,dutch163,20080823213836,9708,9762,False
856,955978197686018052,20180124013858,1,1,politifact15371,4,OjedaOpio,20131110184957,638,1395,False
864,962964997822394369,20180212082201,1,1,politifact15371,4,S9elham,20120202083100,7032,6164,False
866,963035597773398016,20180212130233,0,1,politifact15371,4,coopah,20090822142743,22088,18802,False
868,963043801047752706,20180212133509,22,51,politifact15371,4,GualtieriEdward,20151227140623,2505,1887,False
875,963192816049438721,20180212232717,9,16,politifact15371,4,MtnMD,20081105181658,84418,56100,False
879,963211689318539264,20180213004216,0,1,politifact15371,4,adammusicrocks,20090306233726,900,574,False
895,993683663840690176,20180508024701,1,5,politifact15371,4,Kelisia,20090424011232,18510,20097,False
900,993995416281563136,20180508232549,0,1,politifact15371,4,knute_scion,20180121202515,12274,12854,False
903,1050166145628733441,20181010232814,1,1,politifact15371,4,briheller,20090130230300,2157,4933,False
904,1050166655416983552,20181010233016,3,1,politifact15371,4,briheller,20090130230300,2157,4933,False
907,1050166815970787329,20181010233054,8,1,politifact15371,4,briheller,20090130230300,2157,4933,False
909,1050445599651352577,20181011175841,0,1,politifact15371,4,PaulDeCristofo4,20171009153214,5938,6531,False
910,1050631829047234560,20181012061842,0,1,politifact15371,4,sperlaervin,20071109222645,889,2387,False
912,1051101109992005632,20181013132327,79,98,politifact15371,4,PassTheSalty,20100725223159,32492,32243,False
913,1051139741125566464,20181013155658,0,1,politifact15371,4,WhistlerHeidi,20090804170141,972,2742,False
914,1051301291438174208,20181014023854,8,6,politifact15371,4,kindcutesteve,20090316035248,10949,9486,False
916,1051365556786319360,20181014065416,6,1,politifact15371,4,indig7,20110114043736,482,999,False
918,1051490208515088385,20181014150936,328,425,politifact15371,4,JamesMelville,20090212131340,144605,82810,False
920,1051497399628099584,20181014153810,7,15,politifact15371,4,MerlinofCanada,20121128234825,6436,5403,False
921,1051748654590119937,20181015081634,1,1,politifact15371,4,drew_wwwwd,20090202215332,333,219,False
933,894157795624271873,20170806112645,2,1,politifact14404,5,yauzzie,20120529051226,3425,4190,False
934,894160877796155393,20170806113900,3,2,politifact14404,5,katlivezey,20111202235920,8201,6051,False
937,894187717759713280,20170806132539,0,1,politifact14404,5,Chargersbride,20091214205408,949,901,False
938,894197758260858880,20170806140533,1,1,politifact14404,5,KellieSelf1,20160513154920,180,372,False
940,894224113358823425,20170806155017,14,21,politifact14404,5,ariela_paul,20130327132100,10917,7822,False
950,894540618269155329,20170807124757,2,1,politifact14404,5,BKaysac,20141005211701,11925,12268,False
954,895007391229501441,20170808194245,0,1,politifact14404,5,submarelime,20100131172047,351,318,False
958,896336681225400320,20170812114452,2,1,politifact14404,5,flttrbydragnfly,20100225162119,11763,12013,False
967,897167918768594944,20170814184755,2,6,politifact14404,5,jennyfrky,20100219011913,5013,4411,False
971,897638723969593346,20170816015843,0,1,politifact14404,5,joaniedbq4,20160915144854,54,29,False
972,897673481684439040,20170816041650,1,1,politifact14404,5,GateTres,20170204193428,129,36,False
999,898354968951791616,20170818012449,3,3,politifact14404,5,WICKEDXWAYS1972,20140828233033,5689,5014,False
1005,898376097301233667,20170818024847,0,1,politifact14404,5,mednurse202,20100414192504,9468,10396,False
1038,898698826076246016,20170819001111,5,4,politifact14404,5,i_libros,20160410213148,209,92,False
1060,899853952518324225,20170822044115,1,1,politifact14404,5,sarahdee1962,20150226150626,1417,5002,False
1063,900106680024707073,20170822212530,0,1,politifact14404,5,sparkyNadine,20120604180851,2493,3678,False
1070,900819639789342721,20170824203833,1,1,politifact14404,5,Fiorell85824564,20160822231620,524,464,False
1072,900987354239963137,20170825074459,1,1,politifact14404,5,arnoyuma,20161123211415,3549,3590,False
1088,903395520873455617,20170831231411,16,10,politifact14404,5,RattlesnakeX,20091014005518,1260,1278,False
1094,905439749619503105,20170906143713,2,1,politifact14404,5,shannon4t76,20110820195258,5464,4238,False
1116,910641268254035969,20170920230611,0,1,politifact14404,5,mednurse202,20100414192504,9468,10396,False
1122,913397087613661184,20170928133650,1,1,politifact14404,5,USARebelSway,20160103212944,9335,10264,False
1123,913405141335674880,20170928140850,1,1,politifact14404,5,BKaysac,20141005211701,11925,12268,False
1132,916773040763101184,20171007211140,0,1,politifact14404,5,Miquwarchar,20131009143221,14769,1182,False
1168,931230033259012096,20171116183836,1,1,politifact14404,5,beth_anon777,20130815000233,2469,4998,False
1172,931284980512280578,20171116221656,0,1,politifact14404,5,denisedebranch,20160929203634,59,419,False
1188,933451242952646656,20171122214453,2,2,politifact14404,5,jasdude,20090201195250,3050,1089,False
1191,934107785922408448,20171124171345,0,1,politifact14404,5,Mary_Burgess,20090405160932,26250,23930,False
1215,938492029000040448,20171206193510,1,2,politifact14404,5,Molonlabe1944,20151008232601,3517,4027,False
1223,939953883341766656,20171210202403,2,2,politifact14404,5,jennyfrky,20100219011913,5012,4411,False
1230,941624319632912384,20171215110146,5,7,politifact14404,5,P_na_cova,20160527203041,2295,2464,False
1290,967664714724532224,20180225073700,1,1,politifact14404,5,hezhishang,20151010025106,151,60,False
1295,968996769139953666,20180228235007,2,2,politifact14404,5,annettekiel,20111102220831,3590,3485,False
1298,970688264641417216,20180305155131,0,1,politifact14404,5,janerross,20110204071717,5024,5065,False
1303,972543529288220672,20180310184341,1,1,politifact14404,5,GayleAmerican,20180121055406,3821,4269,False
1306,974046452224634880,20180314221545,0,1,politifact14404,5,leejac424,20150312190029,2961,4973,False
1310,977236016418340864,20180323172957,1,1,politifact14404,5,sadefenza,20101227215125,3911,4123,False
1314,980196726022791168,20180331213445,1,1,politifact14404,5,Mandemic007,20161101044653,29273,29435,False
1333,993849099404398592,20180508134424,18,15,politifact14404,5,annettekiel,20111102220831,3590,3485,False
1338,1014549616774336513,20180704164052,4,2,politifact14404,5,IronFalcon77,20090508114938,949,582,False
1362,1038490114068963328,20180908181152,1,1,politifact14404,5,Maureenhommagm1,20160817022012,1638,4953,False
1388,894157795624271873,20170806112645,2,1,politifact13919,6,yauzzie,20120529051226,3425,4190,False
1389,894160877796155393,20170806113900,3,2,politifact13919,6,katlivezey,20111202235920,8201,6051,False
1392,894187717759713280,20170806132539,0,1,politifact13919,6,Chargersbride,20091214205408,949,901,False
1393,894197758260858880,20170806140533,1,1,politifact13919,6,KellieSelf1,20160513154920,180,372,False
1395,894224113358823425,20170806155017,14,21,politifact13919,6,ariela_paul,20130327132100,10917,7822,False
1405,894540618269155329,20170807124757,2,1,politifact13919,6,BKaysac,20141005211701,11925,12268,False
1409,895007391229501441,20170808194245,0,1,politifact13919,6,submarelime,20100131172047,351,318,False
1413,896336681225400320,20170812114452,2,1,politifact13919,6,flttrbydragnfly,20100225162119,11763,12013,False
1422,897167918768594944,20170814184755,2,6,politifact13919,6,jennyfrky,20100219011913,5012,4411,False
1426,897638723969593346,20170816015843,0,1,politifact13919,6,joaniedbq4,20160915144854,54,29,False
1427,897673481684439040,20170816041650,1,1,politifact13919,6,GateTres,20170204193428,129,36,False
1454,898354968951791616,20170818012449,3,3,politifact13919,6,WICKEDXWAYS1972,20140828233033,5689,5014,False
1460,898376097301233667,20170818024847,0,1,politifact13919,6,mednurse202,20100414192504,9468,10396,False
1493,898698826076246016,20170819001111,5,4,politifact13919,6,i_libros,20160410213148,209,92,False
1515,899853952518324225,20170822044115,1,1,politifact13919,6,sarahdee1962,20150226150626,1417,5002,False
1518,900106680024707073,20170822212530,0,1,politifact13919,6,sparkyNadine,20120604180851,2493,3678,False
1525,900819639789342721,20170824203833,1,1,politifact13919,6,Fiorell85824564,20160822231620,524,464,False
1527,900987354239963137,20170825074459,1,1,politifact13919,6,arnoyuma,20161123211415,3549,3590,False
1543,903395520873455617,20170831231411,16,10,politifact13919,6,RattlesnakeX,20091014005518,1260,1278,False
1549,905439749619503105,20170906143713,2,1,politifact13919,6,shannon4t76,20110820195258,5464,4238,False
1571,910641268254035969,20170920230611,0,1,politifact13919,6,mednurse202,20100414192504,9468,10396,False
1577,913397087613661184,20170928133650,1,1,politifact13919,6,USARebelSway,20160103212944,9335,10264,False
1578,913405141335674880,20170928140850,1,1,politifact13919,6,BKaysac,20141005211701,11925,12268,False
1587,916773040763101184,20171007211140,0,1,politifact13919,6,Miquwarchar,20131009143221,14769,1182,False
1623,931230033259012096,20171116183836,1,1,politifact13919,6,beth_anon777,20130815000233,2469,4998,False
1627,931284980512280578,20171116221656,0,1,politifact13919,6,denisedebranch,20160929203634,59,419,False
1643,933451242952646656,20171122214453,2,2,politifact13919,6,jasdude,20090201195250,3050,1089,False
1646,934107785922408448,20171124171345,0,1,politifact13919,6,Mary_Burgess,20090405160932,26250,23930,False
1670,938492029000040448,20171206193510,1,2,politifact13919,6,Molonlabe1944,20151008232601,3517,4027,False
1678,939953883341766656,20171210202403,2,2,politifact13919,6,jennyfrky,20100219011913,5012,4411,False
1685,941624319632912384,20171215110146,5,7,politifact13919,6,P_na_cova,20160527203041,2295,2464,False
1745,967664714724532224,20180225073700,1,1,politifact13919,6,hezhishang,20151010025106,151,60,False
1750,968996769139953666,20180228235007,2,2,politifact13919,6,annettekiel,20111102220831,3590,3485,False
1753,970688264641417216,20180305155131,0,1,politifact13919,6,janerross,20110204071717,5024,5065,False
1758,972543529288220672,20180310184341,1,1,politifact13919,6,GayleAmerican,20180121055406,3821,4269,False
1761,974046452224634880,20180314221545,0,1,politifact13919,6,leejac424,20150312190029,2961,4973,False
1765,977236016418340864,20180323172957,1,1,politifact13919,6,sadefenza,20101227215125,3911,4123,False
1769,980196726022791168,20180331213445,1,1,politifact13919,6,Mandemic007,20161101044653,29273,29435,False
1788,993849099404398592,20180508134424,18,15,politifact13919,6,annettekiel,20111102220831,3590,3485,False
1793,1014549616774336513,20180704164052,4,2,politifact13919,6,IronFalcon77,20090508114938,949,582,False
1817,1038490114068963328,20180908181152,1,1,politifact13919,6,Maureenhommagm1,20160817022012,1638,4953,False
1847,923528956669779970,20171026123716,0,2,politifact14795,7,oude_lap,20140624140539,1997,4193,False
1848,923529622498828288,20171026123955,0,2,politifact14795,7,krannoot,20110717150856,5231,5127,False
1851,923583881793617920,20171026161531,1,4,politifact14795,7,mandarjoshisays,20140127135322,2032,1476,False
1854,923614584648368130,20171026181731,0,2,politifact14795,7,MubarakBala,20111226144859,4773,872,False
1858,923738095983431681,20171027022818,0,1,politifact14795,7,bjportraits,20140126174132,3942,1114,False
1867,923939323774492672,20171027154755,0,1,politifact14795,7,drgarynull,20100625165118,6175,240,False
1876,923988603524362240,20171027190344,8,45,politifact14795,7,KellyMacd51,20090217150200,4814,4715,False
1888,924173612491460608,20171028071854,0,2,politifact14795,7,DeepPolitics,20090619015129,6462,7036,False
1905,924317924059439105,20171028165220,1,3,politifact14795,7,_macmike,20140517215510,3824,4316,False
1932,924631027183706112,20171029133630,0,1,politifact14795,7,ashshi,20090420101514,1045,1112,False
1933,924641021388042240,20171029141613,1,1,politifact14795,7,OppikGE,20130918075838,87,86,False
1934,924643555146006528,20171029142617,0,10,politifact14795,7,sanjaygobind,20140603162410,36956,37141,False
1938,924662475810676736,20171029154128,0,1,politifact14795,7,Freedom_Speaks_,20080727143803,4969,3731,False
1949,924833205915500544,20171030025953,8,20,politifact14795,7,_dharam_vir,20100510184124,22197,3705,False
1952,924889382141620224,20171030064306,0,6,politifact14795,7,trramesh,20081013122010,8230,201,False
1954,924930223669370880,20171030092524,0,1,politifact14795,7,mgnayak5,20100510101800,3407,853,False
1963,925077765040242688,20171030191140,0,1,politifact14795,7,OccuWorld,20130214163918,8213,1632,False
1985,925690992304541697,20171101114825,0,1,politifact14795,7,CarlosPalhao47,20130227122539,87,250,False
1989,925761203648987137,20171101162725,1,3,politifact14795,7,ZlatkoPercinic,20150511092518,2353,1729,False
2006,926769963209297921,20171104111552,0,4,politifact14795,7,siliconglen,20080105010840,4499,4664,False
2010,931898358750482432,20171118145417,0,6,politifact14795,7,dekoran1,20111006092849,12506,11199,False
2013,935942229310492675,20171129184311,15,8,politifact14795,7,CraigRozniecki,20130415200911,113633,113502,False
2018,880481721749094400,20170629174255,0,1,politifact14328,8,joann_ines,20090731152058,224,644,False
2020,880498653986672640,20170629185012,1,2,politifact14328,8,tu_politics,20160807020303,2117,1763,False
2040,880513616251936770,20170629194939,0,1,politifact14328,8,woohoo9,20090502031853,16724,16727,False
2055,880831143414726656,20170630165124,1,3,politifact14328,8,SototG,20090605110324,19709,21314,False
2064,881163829987557376,20170701145322,0,1,politifact14328,8,S_shine57,20121108062353,10678,10983,False
2077,881279603519746049,20170701223325,1,1,politifact14328,8,ThomasTomg2001,20160923220641,1073,1664,False
2078,881282989031911429,20170701224652,1,1,politifact14328,8,AlRobins2015,20160603221632,10979,11606,False
2090,881337221453934592,20170702022222,3,4,politifact14328,8,TrumpKarin,20090314020701,15927,7779,False
2092,881345305429647360,20170702025430,1,1,politifact14328,8,joeyyeo13,20101218203831,11681,12848,False
2097,881372760118878208,20170702044335,2,3,politifact14328,8,satin_silkn,20160715004234,14945,14727,False
2121,881596831410421761,20170702193358,0,5,politifact14328,8,Paul1958John,20140512184252,3631,4410,False
2122,881628040719208448,20170702213759,13,14,politifact14328,8,heifer109,20090326012247,48261,41000,False
2147,883283659993866240,20170707111649,2,1,politifact14328,8,fatcorm,20160802230920,15224,15278,False
2162,889998646833532929,20170725235947,6,6,politifact14328,8,Kimdeerhunter,20160704154357,9394,9270,False
2164,891713908456570880,20170730173537,3,1,politifact14328,8,SharronPettis,20160401192714,24,48,False
2168,894655469238853632,20170807202420,1,3,politifact14328,8,rehfuss_dennis,20160724235939,5857,5094,False
2174,897857030186074112,20170816162612,1,1,politifact14328,8,PaulStout10,20150724004506,4637,5034,False
2176,898540294144184321,20170818134114,0,2,politifact14328,8,Citizenpundit12,20120717135332,2284,4567,False
2178,902182554165436416,20170828145417,1,1,politifact14328,8,LoyaltyTrump,20150921034927,12063,11878,False
2189,903696138628472835,20170901190843,3,3,politifact14328,8,Karek22,20090629061322,251,341,False
2192,904001950676533248,20170902152355,1,2,politifact14328,8,baberu,20090614233148,10785,9475,False
2195,904113239197454336,20170902224608,4,1,politifact14328,8,nousgnostic,20080831145359,10772,9374,False
2196,905316172714852352,20170906062610,1,3,politifact14328,8,ForbidenSpeech,20111110043818,5114,5477,False
2198,911349745691578368,20170922220126,2,2,politifact14328,8,gam9111,20141026143421,3732,4451,False
2199,732741826084397057,20160518011719,1,2,politifact13775,9,TNROnline,20130314050700,2175,47,False
2207,732762449380675586,20160518023916,2,4,politifact13775,9,tpb,20071119121548,127615,13896,False
2215,732771967049170945,20160518031705,4,2,politifact13775,9,e1ais,20120831223551,15646,15816,False
2220,732777192652836864,20160518033751,1,5,politifact13775,9,LeadStoriesCom,20150617153242,4175,3076,False
2225,732785265824178176,20160518040956,0,4,politifact13775,9,LeadStoriesCom,20150617153242,4175,3076,False
2240,732892451568910336,20160518111551,4,13,politifact13775,9,rae_etrigan1701,20130607144321,5767,5906,False
2246,732916277476347905,20160518125032,1,1,politifact13775,9,NC_Renegade,20110308014846,841,754,False
2260,732943657066762240,20160518143919,0,5,politifact13775,9,DavidKatalenas,20140228232543,4043,4711,False
2262,732954889404350464,20160518152357,2,3,politifact13775,9,hillx123,20100127013649,3714,3453,False
2264,732958485130907648,20160518153815,0,1,politifact13775,9,DeeC748,20101230151739,5443,5662,False
2285,733005941965119488,20160518184649,0,1,politifact13775,9,DanielisaFriend,20130405044636,176,1022,False
2291,733024080236969985,20160518195854,1,1,politifact13775,9,AK_VaporCharms,20151112163235,2832,3293,False
2293,733042204533358592,20160518211055,2,2,politifact13775,9,AuntFannysPants,20160328184651,9770,10713,False
