id,source,target,created_at_source,created_at_target,news_id
85,saveusrepublic2,borderfox116,20171203210538,20171208110831,0
86,saveusrepublic2,Kittykatnip1970,20171203210538,20171213230122,0
87,saveusrepublic2,lawbarrett55,20171203210538,20180204020122,0
88,saveusrepublic2,MangusColorado,20171203210538,20180204144117,0
89,saveusrepublic2,tice_stacy,20171203210538,20180810022809,0
90,ronwagn,ChasD3,20171203235836,20171204000916,0
91,ronwagn,RealMAGASteve,20171203235836,20171204005429,0
92,ronwagn,Billionaire128,20171203235836,20171204011911,0
93,ronwagn,tasteofaz,20171203235836,20171204012047,0
94,ronwagn,fat2energy,20171203235836,20171204022645,0
95,ronwagn,sunbeltgirl,20171203235836,20171204033731,0
96,ronwagn,DGHallow,20171203235836,20171204044746,0
97,ronwagn,crosshairsonyou,20171203235836,20171204152345,0
98,ronwagn,BillyBoysDaddy,20171203235836,20171204174031,0
99,ronwagn,Mmarty1230,20171203235836,20171204182636,0
100,ronwagn,cwoolley06,20171203235836,20171204223928,0
101,ronwagn,ArizonaSun3,20171203235836,20171205153208,0
102,ronwagn,snyder777,20171203235836,20171205174954,0
103,ronwagn,155thMed,20171203235836,20171206102616,0
104,ronwagn,PRheydt,20171203235836,20171208042950,0
105,ronwagn,borderfox116,20171203235836,20171208110831,0
106,ronwagn,Kittykatnip1970,20171203235836,20171213230122,0
107,ronwagn,lawbarrett55,20171203235836,20180204020122,0
108,ronwagn,MangusColorado,20171203235836,20180204144117,0
109,ronwagn,tice_stacy,20171203235836,20180810022809,0
110,ChasD3,RealMAGASteve,20171204000916,20171204005429,0
111,ChasD3,Billionaire128,20171204000916,20171204011911,0
112,ChasD3,tasteofaz,20171204000916,20171204012047,0
113,ChasD3,fat2energy,20171204000916,20171204022645,0
114,ChasD3,sunbeltgirl,20171204000916,20171204033731,0
115,ChasD3,DGHallow,20171204000916,20171204044746,0
116,ChasD3,crosshairsonyou,20171204000916,20171204152345,0
117,ChasD3,BillyBoysDaddy,20171204000916,20171204174031,0
118,ChasD3,Mmarty1230,20171204000916,20171204182636,0
119,ChasD3,cwoolley06,20171204000916,20171204223928,0
120,ChasD3,ArizonaSun3,20171204000916,20171205153208,0
121,ChasD3,snyder777,20171204000916,20171205174954,0
122,ChasD3,155thMed,20171204000916,20171206102616,0
123,ChasD3,PRheydt,20171204000916,20171208042950,0
124,ChasD3,borderfox116,20171204000916,20171208110831,0
125,ChasD3,Kittykatnip1970,20171204000916,20171213230122,0
126,ChasD3,lawbarrett55,20171204000916,20180204020122,0
127,ChasD3,MangusColorado,20171204000916,20180204144117,0
128,ChasD3,tice_stacy,20171204000916,20180810022809,0
129,RealMAGASteve,Billionaire128,20171204005429,20171204011911,0
130,RealMAGASteve,tasteofaz,20171204005429,20171204012047,0
131,RealMAGASteve,fat2energy,20171204005429,20171204022645,0
132,RealMAGASteve,sunbeltgirl,20171204005429,20171204033731,0
133,RealMAGASteve,DGHallow,20171204005429,20171204044746,0
134,RealMAGASteve,crosshairsonyou,20171204005429,20171204152345,0
135,RealMAGASteve,BillyBoysDaddy,20171204005429,20171204174031,0
136,RealMAGASteve,Mmarty1230,20171204005429,20171204182636,0
137,RealMAGASteve,cwoolley06,20171204005429,20171204223928,0
138,RealMAGASteve,ArizonaSun3,20171204005429,20171205153208,0
139,RealMAGASteve,snyder777,20171204005429,20171205174954,0
140,RealMAGASteve,155thMed,20171204005429,20171206102616,0
141,RealMAGASteve,PRheydt,20171204005429,20171208042950,0
142,RealMAGASteve,borderfox116,20171204005429,20171208110831,0
143,RealMAGASteve,Kittykatnip1970,20171204005429,20171213230122,0
144,RealMAGASteve,lawbarrett55,20171204005429,20180204020122,0
145,RealMAGASteve,MangusColorado,20171204005429,20180204144117,0
146,RealMAGASteve,tice_stacy,20171204005429,20180810022809,0
147,Billionaire128,tasteofaz,20171204011911,20171204012047,0
148,Billionaire128,fat2energy,20171204011911,20171204022645,0
149,Billionaire128,sunbeltgirl,20171204011911,20171204033731,0
150,Billionaire128,DGHallow,20171204011911,20171204044746,0
151,Billionaire128,crosshairsonyou,20171204011911,20171204152345,0
152,Billionaire128,BillyBoysDaddy,20171204011911,20171204174031,0
153,Billionaire128,Mmarty1230,20171204011911,20171204182636,0
154,Billionaire128,cwoolley06,20171204011911,20171204223928,0
155,Billionaire128,ArizonaSun3,20171204011911,20171205153208,0
156,Billionaire128,snyder777,20171204011911,20171205174954,0
157,Billionaire128,155thMed,20171204011911,20171206102616,0
158,Billionaire128,PRheydt,20171204011911,20171208042950,0
159,Billionaire128,borderfox116,20171204011911,20171208110831,0
160,Billionaire128,Kittykatnip1970,20171204011911,20171213230122,0
161,Billionaire128,lawbarrett55,20171204011911,20180204020122,0
162,Billionaire128,MangusColorado,20171204011911,20180204144117,0
163,Billionaire128,tice_stacy,20171204011911,20180810022809,0
164,tasteofaz,fat2energy,20171204012047,20171204022645,0
165,tasteofaz,sunbeltgirl,20171204012047,20171204033731,0
166,tasteofaz,DGHallow,20171204012047,20171204044746,0
167,tasteofaz,crosshairsonyou,20171204012047,20171204152345,0
168,tasteofaz,BillyBoysDaddy,20171204012047,20171204174031,0
169,tasteofaz,Mmarty1230,20171204012047,20171204182636,0
170,tasteofaz,cwoolley06,20171204012047,20171204223928,0
171,tasteofaz,ArizonaSun3,20171204012047,20171205153208,0
172,tasteofaz,snyder777,20171204012047,20171205174954,0
173,tasteofaz,155thMed,20171204012047,20171206102616,0
174,tasteofaz,PRheydt,20171204012047,20171208042950,0
175,tasteofaz,borderfox116,20171204012047,20171208110831,0
176,tasteofaz,Kittykatnip1970,20171204012047,20171213230122,0
177,tasteofaz,lawbarrett55,20171204012047,20180204020122,0
178,tasteofaz,MangusColorado,20171204012047,20180204144117,0
179,tasteofaz,tice_stacy,20171204012047,20180810022809,0
180,fat2energy,sunbeltgirl,20171204022645,20171204033731,0
181,fat2energy,DGHallow,20171204022645,20171204044746,0
182,fat2energy,crosshairsonyou,20171204022645,20171204152345,0
183,fat2energy,BillyBoysDaddy,20171204022645,20171204174031,0
184,fat2energy,Mmarty1230,20171204022645,20171204182636,0
185,fat2energy,cwoolley06,20171204022645,20171204223928,0
186,fat2energy,ArizonaSun3,20171204022645,20171205153208,0
187,fat2energy,snyder777,20171204022645,20171205174954,0
188,fat2energy,155thMed,20171204022645,20171206102616,0
189,fat2energy,PRheydt,20171204022645,20171208042950,0
190,fat2energy,borderfox116,20171204022645,20171208110831,0
191,fat2energy,Kittykatnip1970,20171204022645,20171213230122,0
192,fat2energy,lawbarrett55,20171204022645,20180204020122,0
193,fat2energy,MangusColorado,20171204022645,20180204144117,0
194,fat2energy,tice_stacy,20171204022645,20180810022809,0
195,sunbeltgirl,DGHallow,20171204033731,20171204044746,0
196,sunbeltgirl,crosshairsonyou,20171204033731,20171204152345,0
197,sunbeltgirl,BillyBoysDaddy,20171204033731,20171204174031,0
198,sunbeltgirl,Mmarty1230,20171204033731,20171204182636,0
199,sunbeltgirl,cwoolley06,20171204033731,20171204223928,0
200,sunbeltgirl,ArizonaSun3,20171204033731,20171205153208,0
201,sunbeltgirl,snyder777,20171204033731,20171205174954,0
202,sunbeltgirl,155thMed,20171204033731,20171206102616,0
203,sunbeltgirl,PRheydt,20171204033731,20171208042950,0
204,sunbeltgirl,borderfox116,20171204033731,20171208110831,0
205,sunbeltgirl,Kittykatnip1970,20171204033731,20171213230122,0
206,sunbeltgirl,lawbarrett55,20171204033731,20180204020122,0
207,sunbeltgirl,MangusColorado,20171204033731,20180204144117,0
208,sunbeltgirl,tice_stacy,20171204033731,20180810022809,0
209,DGHallow,crosshairsonyou,20171204044746,20171204152345,0
210,DGHallow,BillyBoysDaddy,20171204044746,20171204174031,0
211,DGHallow,Mmarty1230,20171204044746,20171204182636,0
212,DGHallow,cwoolley06,20171204044746,20171204223928,0
213,DGHallow,ArizonaSun3,20171204044746,20171205153208,0
214,DGHallow,snyder777,20171204044746,20171205174954,0
215,DGHallow,155thMed,20171204044746,20171206102616,0
216,DGHallow,PRheydt,20171204044746,20171208042950,0
217,DGHallow,borderfox116,20171204044746,20171208110831,0
218,DGHallow,Kittykatnip1970,20171204044746,20171213230122,0
219,DGHallow,lawbarrett55,20171204044746,20180204020122,0
220,DGHallow,MangusColorado,20171204044746,20180204144117,0
221,DGHallow,tice_stacy,20171204044746,20180810022809,0
222,crosshairsonyou,BillyBoysDaddy,20171204152345,20171204174031,0
223,crosshairsonyou,Mmarty1230,20171204152345,20171204182636,0
224,crosshairsonyou,cwoolley06,20171204152345,20171204223928,0
225,crosshairsonyou,ArizonaSun3,20171204152345,20171205153208,0
226,crosshairsonyou,snyder777,20171204152345,20171205174954,0
227,crosshairsonyou,155thMed,20171204152345,20171206102616,0
228,crosshairsonyou,PRheydt,20171204152345,20171208042950,0
229,crosshairsonyou,borderfox116,20171204152345,20171208110831,0
230,crosshairsonyou,Kittykatnip1970,20171204152345,20171213230122,0
231,crosshairsonyou,lawbarrett55,20171204152345,20180204020122,0
232,crosshairsonyou,MangusColorado,20171204152345,20180204144117,0
233,crosshairsonyou,tice_stacy,20171204152345,20180810022809,0
234,BillyBoysDaddy,Mmarty1230,20171204174031,20171204182636,0
235,BillyBoysDaddy,cwoolley06,20171204174031,20171204223928,0
236,BillyBoysDaddy,ArizonaSun3,20171204174031,20171205153208,0
237,BillyBoysDaddy,snyder777,20171204174031,20171205174954,0
238,BillyBoysDaddy,155thMed,20171204174031,20171206102616,0
239,BillyBoysDaddy,PRheydt,20171204174031,20171208042950,0
240,BillyBoysDaddy,borderfox116,20171204174031,20171208110831,0
241,BillyBoysDaddy,Kittykatnip1970,20171204174031,20171213230122,0
242,BillyBoysDaddy,lawbarrett55,20171204174031,20180204020122,0
243,BillyBoysDaddy,MangusColorado,20171204174031,20180204144117,0
244,BillyBoysDaddy,tice_stacy,20171204174031,20180810022809,0
245,Mmarty1230,cwoolley06,20171204182636,20171204223928,0
246,Mmarty1230,ArizonaSun3,20171204182636,20171205153208,0
247,Mmarty1230,snyder777,20171204182636,20171205174954,0
248,Mmarty1230,155thMed,20171204182636,20171206102616,0
249,Mmarty1230,PRheydt,20171204182636,20171208042950,0
250,Mmarty1230,borderfox116,20171204182636,20171208110831,0
251,Mmarty1230,Kittykatnip1970,20171204182636,20171213230122,0
252,Mmarty1230,lawbarrett55,20171204182636,20180204020122,0
253,Mmarty1230,MangusColorado,20171204182636,20180204144117,0
254,Mmarty1230,tice_stacy,20171204182636,20180810022809,0
255,cwoolley06,ArizonaSun3,20171204223928,20171205153208,0
256,cwoolley06,snyder777,20171204223928,20171205174954,0
257,cwoolley06,155thMed,20171204223928,20171206102616,0
258,cwoolley06,PRheydt,20171204223928,20171208042950,0
259,cwoolley06,borderfox116,20171204223928,20171208110831,0
260,cwoolley06,Kittykatnip1970,20171204223928,20171213230122,0
261,cwoolley06,lawbarrett55,20171204223928,20180204020122,0
262,cwoolley06,MangusColorado,20171204223928,20180204144117,0
263,cwoolley06,tice_stacy,20171204223928,20180810022809,0
264,ArizonaSun3,snyder777,20171205153208,20171205174954,0
265,ArizonaSun3,155thMed,20171205153208,20171206102616,0
266,ArizonaSun3,PRheydt,20171205153208,20171208042950,0
267,ArizonaSun3,borderfox116,20171205153208,20171208110831,0
268,ArizonaSun3,Kittykatnip1970,20171205153208,20171213230122,0
269,ArizonaSun3,lawbarrett55,20171205153208,20180204020122,0
270,ArizonaSun3,MangusColorado,20171205153208,20180204144117,0
271,ArizonaSun3,tice_stacy,20171205153208,20180810022809,0
272,snyder777,155thMed,20171205174954,20171206102616,0
273,snyder777,PRheydt,20171205174954,20171208042950,0
274,snyder777,borderfox116,20171205174954,20171208110831,0
275,snyder777,Kittykatnip1970,20171205174954,20171213230122,0
276,snyder777,lawbarrett55,20171205174954,20180204020122,0
277,snyder777,MangusColorado,20171205174954,20180204144117,0
278,snyder777,tice_stacy,20171205174954,20180810022809,0
279,155thMed,PRheydt,20171206102616,20171208042950,0
280,155thMed,borderfox116,20171206102616,20171208110831,0
281,155thMed,Kittykatnip1970,20171206102616,20171213230122,0
282,155thMed,lawbarrett55,20171206102616,20180204020122,0
283,155thMed,MangusColorado,20171206102616,20180204144117,0
284,155thMed,tice_stacy,20171206102616,20180810022809,0
285,PRheydt,borderfox116,20171208042950,20171208110831,0
286,PRheydt,Kittykatnip1970,20171208042950,20171213230122,0
287,PRheydt,lawbarrett55,20171208042950,20180204020122,0
288,PRheydt,MangusColorado,20171208042950,20180204144117,0
289,PRheydt,tice_stacy,20171208042950,20180810022809,0
290,borderfox116,Kittykatnip1970,20171208110831,20171213230122,0
291,borderfox116,lawbarrett55,20171208110831,20180204020122,0
292,borderfox116,MangusColorado,20171208110831,20180204144117,0
293,borderfox116,tice_stacy,20171208110831,20180810022809,0
294,Kittykatnip1970,lawbarrett55,20171213230122,20180204020122,0
295,Kittykatnip1970,MangusColorado,20171213230122,20180204144117,0
296,Kittykatnip1970,tice_stacy,20171213230122,20180810022809,0
297,lawbarrett55,MangusColorado,20180204020122,20180204144117,0
298,lawbarrett55,tice_stacy,20180204020122,20180810022809,0
299,MangusColorado,tice_stacy,20180204144117,20180810022809,0
300,obamolizer,OneMoreTime64,20180311025127,20180311033935,1
301,obamolizer,SimplifyReason,20180311025127,20180311133321,1
302,obamolizer,President,20180311025127,20180311154309,1
303,obamolizer,CamelotK,20180311025127,20180311232532,1
304,obamolizer,claverackjac,20180311025127,20180311234850,1
305,obamolizer,bhsnitzer,20180311025127,20180312010911,1
306,obamolizer,CraigRozniecki,20180311025127,20180312042456,1
307,obamolizer,Suma4720,20180311025127,20180312094555,1
308,obamolizer,snopes,20180311025127,20180312182531,1
309,obamolizer,snopes,20180311025127,20180317231330,1
310,OneMoreTime64,SimplifyReason,20180311033935,20180311133321,1
311,OneMoreTime64,President,20180311033935,20180311154309,1
312,OneMoreTime64,CamelotK,20180311033935,20180311232532,1
313,OneMoreTime64,claverackjac,20180311033935,20180311234850,1
314,OneMoreTime64,bhsnitzer,20180311033935,20180312010911,1
315,OneMoreTime64,CraigRozniecki,20180311033935,20180312042456,1
316,OneMoreTime64,Suma4720,20180311033935,20180312094555,1
317,OneMoreTime64,snopes,20180311033935,20180312182531,1
318,OneMoreTime64,snopes,20180311033935,20180317231330,1
319,SimplifyReason,President,20180311133321,20180311154309,1
320,SimplifyReason,CamelotK,20180311133321,20180311232532,1
321,SimplifyReason,claverackjac,20180311133321,20180311234850,1
322,SimplifyReason,bhsnitzer,20180311133321,20180312010911,1
323,SimplifyReason,CraigRozniecki,20180311133321,20180312042456,1
324,SimplifyReason,Suma4720,20180311133321,20180312094555,1
325,SimplifyReason,snopes,20180311133321,20180312182531,1
326,SimplifyReason,snopes,20180311133321,20180317231330,1
327,President,CamelotK,20180311154309,20180311232532,1
328,President,claverackjac,20180311154309,20180311234850,1
329,President,bhsnitzer,20180311154309,20180312010911,1
330,President,CraigRozniecki,20180311154309,20180312042456,1
331,President,Suma4720,20180311154309,20180312094555,1
332,President,snopes,20180311154309,20180312182531,1
333,President,snopes,20180311154309,20180317231330,1
334,CamelotK,claverackjac,20180311232532,20180311234850,1
335,CamelotK,bhsnitzer,20180311232532,20180312010911,1
336,CamelotK,CraigRozniecki,20180311232532,20180312042456,1
337,CamelotK,Suma4720,20180311232532,20180312094555,1
338,CamelotK,snopes,20180311232532,20180312182531,1
339,CamelotK,snopes,20180311232532,20180317231330,1
340,claverackjac,bhsnitzer,20180311234850,20180312010911,1
341,claverackjac,CraigRozniecki,20180311234850,20180312042456,1
342,claverackjac,Suma4720,20180311234850,20180312094555,1
343,claverackjac,snopes,20180311234850,20180312182531,1
344,claverackjac,snopes,20180311234850,20180317231330,1
345,bhsnitzer,CraigRozniecki,20180312010911,20180312042456,1
346,bhsnitzer,Suma4720,20180312010911,20180312094555,1
347,bhsnitzer,snopes,20180312010911,20180312182531,1
348,bhsnitzer,snopes,20180312010911,20180317231330,1
349,CraigRozniecki,Suma4720,20180312042456,20180312094555,1
350,CraigRozniecki,snopes,20180312042456,20180312182531,1
351,CraigRozniecki,snopes,20180312042456,20180317231330,1
352,Suma4720,snopes,20180312094555,20180312182531,1
353,Suma4720,snopes,20180312094555,20180317231330,1
354,snopes,snopes,20180312182531,20180317231330,1
355,LairdMWilcox,Brainykid2010,20171112003429,20171112013042,2
356,LairdMWilcox,vivian_vsb,20171112003429,20171112013850,2
357,LairdMWilcox,Brainykid2010,20171112003429,20171112015719,2
358,LairdMWilcox,annykat41,20171112003429,20171112022832,2
359,LairdMWilcox,ArizonaSun3,20171112003429,20171112034319,2
360,LairdMWilcox,yojudenz,20171112003429,20171112054923,2
361,LairdMWilcox,amronsomar,20171112003429,20171112062800,2
362,LairdMWilcox,cbprincess5,20171112003429,20171112094629,2
363,LairdMWilcox,Anzers,20171112003429,20171112113914,2
364,LairdMWilcox,baberu,20171112003429,20171112124933,2
365,LairdMWilcox,sheila06942158,20171112003429,20171112143936,2
366,LairdMWilcox,cinders1313,20171112003429,20171112160256,2
367,LairdMWilcox,kylie_oneil75,20171112003429,20171112165518,2
368,LairdMWilcox,Karek22,20171112003429,20171112173952,2
369,LairdMWilcox,a3auntie,20171112003429,20171112182602,2
370,LairdMWilcox,NobamaDotCom,20171112003429,20171112190343,2
371,LairdMWilcox,JoeXpressauto,20171112003429,20171112192309,2
372,LairdMWilcox,kin2souls,20171112003429,20171112193046,2
373,LairdMWilcox,CovfefeAlee,20171112003429,20171112193429,2
374,LairdMWilcox,cgpb,20171112003429,20171112195915,2
375,LairdMWilcox,NamVet6669,20171112003429,20171112201303,2
376,LairdMWilcox,LyleKlich,20171112003429,20171112204010,2
377,LairdMWilcox,LyleKlich,20171112003429,20171112204310,2
378,LairdMWilcox,S1776frdm,20171112003429,20171112232844,2
379,LairdMWilcox,rustythimble54,20171112003429,20171113003231,2
380,LairdMWilcox,beth2_k3a,20171112003429,20171113015326,2
381,LairdMWilcox,Zeke311,20171112003429,20171113022503,2
382,LairdMWilcox,SL1733,20171112003429,20171113030923,2
383,LairdMWilcox,jamestrumpster1,20171112003429,20171113131227,2
384,LairdMWilcox,Texastweetybird,20171112003429,20171113141043,2
385,LairdMWilcox,MangusColorado,20171112003429,20171113145734,2
386,LairdMWilcox,Texastweetybird,20171112003429,20171113150238,2
387,LairdMWilcox,Briinthesprings,20171112003429,20171113205655,2
388,LairdMWilcox,crosshairsonyou,20171112003429,20171113205939,2
389,LairdMWilcox,angelnmt2012,20171112003429,20171113222736,2
390,LairdMWilcox,Creekredman,20171112003429,20171114010439,2
391,LairdMWilcox,goodinohio,20171112003429,20171114085042,2
392,LairdMWilcox,HomunculusLoikm,20171112003429,20171114195106,2
393,LairdMWilcox,Creekredman,20171112003429,20171115182404,2
394,LairdMWilcox,search4rr,20171112003429,20171116125119,2
395,LairdMWilcox,shortman5427,20171112003429,20171116152903,2
396,LairdMWilcox,toppertaco,20171112003429,20171116212629,2
397,LairdMWilcox,Hen2pa,20171112003429,20171118081013,2
398,Brainykid2010,vivian_vsb,20171112013042,20171112013850,2
399,Brainykid2010,Brainykid2010,20171112013042,20171112015719,2
400,Brainykid2010,annykat41,20171112013042,20171112022832,2
401,Brainykid2010,ArizonaSun3,20171112013042,20171112034319,2
402,Brainykid2010,yojudenz,20171112013042,20171112054923,2
403,Brainykid2010,amronsomar,20171112013042,20171112062800,2
404,Brainykid2010,cbprincess5,20171112013042,20171112094629,2
405,Brainykid2010,Anzers,20171112013042,20171112113914,2
406,Brainykid2010,baberu,20171112013042,20171112124933,2
407,Brainykid2010,sheila06942158,20171112013042,20171112143936,2
408,Brainykid2010,cinders1313,20171112013042,20171112160256,2
409,Brainykid2010,kylie_oneil75,20171112013042,20171112165518,2
410,Brainykid2010,Karek22,20171112013042,20171112173952,2
411,Brainykid2010,a3auntie,20171112013042,20171112182602,2
412,Brainykid2010,NobamaDotCom,20171112013042,20171112190343,2
413,Brainykid2010,JoeXpressauto,20171112013042,20171112192309,2
414,Brainykid2010,kin2souls,20171112013042,20171112193046,2
415,Brainykid2010,CovfefeAlee,20171112013042,20171112193429,2
416,Brainykid2010,cgpb,20171112013042,20171112195915,2
417,Brainykid2010,NamVet6669,20171112013042,20171112201303,2
418,Brainykid2010,LyleKlich,20171112013042,20171112204010,2
419,Brainykid2010,LyleKlich,20171112013042,20171112204310,2
420,Brainykid2010,S1776frdm,20171112013042,20171112232844,2
421,Brainykid2010,rustythimble54,20171112013042,20171113003231,2
422,Brainykid2010,beth2_k3a,20171112013042,20171113015326,2
423,Brainykid2010,Zeke311,20171112013042,20171113022503,2
424,Brainykid2010,SL1733,20171112013042,20171113030923,2
425,Brainykid2010,jamestrumpster1,20171112013042,20171113131227,2
426,Brainykid2010,Texastweetybird,20171112013042,20171113141043,2
427,Brainykid2010,MangusColorado,20171112013042,20171113145734,2
428,Brainykid2010,Texastweetybird,20171112013042,20171113150238,2
429,Brainykid2010,Briinthesprings,20171112013042,20171113205655,2
430,Brainykid2010,crosshairsonyou,20171112013042,20171113205939,2
431,Brainykid2010,angelnmt2012,20171112013042,20171113222736,2
432,Brainykid2010,Creekredman,20171112013042,20171114010439,2
433,Brainykid2010,goodinohio,20171112013042,20171114085042,2
434,Brainykid2010,HomunculusLoikm,20171112013042,20171114195106,2
435,Brainykid2010,Creekredman,20171112013042,20171115182404,2
436,Brainykid2010,search4rr,20171112013042,20171116125119,2
437,Brainykid2010,shortman5427,20171112013042,20171116152903,2
438,Brainykid2010,toppertaco,20171112013042,20171116212629,2
439,Brainykid2010,Hen2pa,20171112013042,20171118081013,2
440,vivian_vsb,Brainykid2010,20171112013850,20171112015719,2
441,vivian_vsb,annykat41,20171112013850,20171112022832,2
442,vivian_vsb,ArizonaSun3,20171112013850,20171112034319,2
443,vivian_vsb,yojudenz,20171112013850,20171112054923,2
444,vivian_vsb,amronsomar,20171112013850,20171112062800,2
445,vivian_vsb,cbprincess5,20171112013850,20171112094629,2
446,vivian_vsb,Anzers,20171112013850,20171112113914,2
447,vivian_vsb,baberu,20171112013850,20171112124933,2
448,vivian_vsb,sheila06942158,20171112013850,20171112143936,2
449,vivian_vsb,cinders1313,20171112013850,20171112160256,2
450,vivian_vsb,kylie_oneil75,20171112013850,20171112165518,2
451,vivian_vsb,Karek22,20171112013850,20171112173952,2
452,vivian_vsb,a3auntie,20171112013850,20171112182602,2
453,vivian_vsb,NobamaDotCom,20171112013850,20171112190343,2
454,vivian_vsb,JoeXpressauto,20171112013850,20171112192309,2
455,vivian_vsb,kin2souls,20171112013850,20171112193046,2
