number,tweet_ids,created_at,favorite_count,retweet_count,id_noticia,index,Id,user_created_at,followers,friends,verified
131,972827819993595904,2018-03-11T13:33:21,1,1,politifact15156,1,SimplifyReason,20170422064709,17,112,False
142,972860485438644225,2018-03-11T15:43:09,1,1,politifact15156,1,President,20110304022023,67865,31,False
171,972976846987055104,2018-03-11T23:25:32,2,1,politifact15156,1,CamelotK,20110309001613,4915,3844,False
174,972982714134646784,2018-03-11T23:48:50,3,1,politifact15156,1,claverackjac,20110421140148,8282,8626,False
180,973002934190592001,2018-03-12T01:09:11,2,2,politifact15156,1,bhsnitzer,20170109004149,13755,13645,False
193,973052197192851456,2018-03-12T04:24:56,27,12,politifact15156,1,CraigRozniecki,20130415200911,113638,113502,False
195,973132971678097408,2018-03-12T09:45:55,2,5,politifact15156,1,Suma4720,20091116001144,6413,7365,False
205,973263735497416704,2018-03-12T18:25:31,3,4,politifact15156,1,snopes,20080403170011,239718,62,True
216,975148149906997250,2018-03-17T23:13:30,15,7,politifact15156,1,snopes,20080403170011,239718,62,True
226,929507659073687552,2017-11-12T00:34:29,80,102,politifact14745,2,LairdMWilcox,20090724092618,29951,28653,False
230,929521804665909248,2017-11-12T01:30:42,5,7,politifact14745,2,Brainykid2010,20141009165152,8719,9672,False
231,929523849179299841,2017-11-12T01:38:50,3,2,politifact14745,2,vivian_vsb,20150807135008,1052,338,False
232,929528504198328320,2017-11-12T01:57:19,1,4,politifact14745,2,Brainykid2010,20141009165152,8719,9672,False
234,929536359999705088,2017-11-12T02:28:32,0,1,politifact14745,2,annykat41,20130819133904,742,836,False
240,929555180273549312,2017-11-12T03:43:19,3,1,politifact14745,2,ArizonaSun3,20150804200902,6296,6919,False
246,929586902407061504,2017-11-12T05:49:23,4,6,politifact14745,2,yojudenz,20130513041018,23687,25165,False
247,929596621687418880,2017-11-12T06:28:00,7,12,politifact14745,2,amronsomar,20100321195706,18282,19954,False
253,929646571276374017,2017-11-12T09:46:29,1,2,politifact14745,2,cbprincess5,20101003062256,5255,5503,False
258,929674946229538821,2017-11-12T11:39:14,6,8,politifact14745,2,Anzers,20090123041722,5643,5371,False
260,929692643394760712,2017-11-12T12:49:33,10,12,politifact14745,2,baberu,20090614233148,10783,9475,False
268,929720336760832001,2017-11-12T14:39:36,1,2,politifact14745,2,sheila06942158,20121023182240,16588,18223,False
276,929741308809199616,2017-11-12T16:02:56,2,4,politifact14745,2,cinders1313,20090414234012,5136,5241,False
278,929754487996248065,2017-11-12T16:55:18,1,1,politifact14745,2,kylie_oneil75,20150925164935,20073,19341,False
285,929765703510577153,2017-11-12T17:39:52,2,1,politifact14745,2,Karek22,20090629061322,251,341,False
290,929777322760294401,2017-11-12T18:26:02,1,4,politifact14745,2,a3auntie,20121023164041,19075,19233,False
294,929786806018732032,2017-11-12T19:03:43,8,10,politifact14745,2,NobamaDotCom,20090510021738,46519,0,False
296,929791693259493376,2017-11-12T19:23:09,10,12,politifact14745,2,JoeXpressauto,20170108163015,30283,31076,False
297,929793613827006464,2017-11-12T19:30:46,0,1,politifact14745,2,kin2souls,20140101231902,6769,4855,False
298,929794547290443776,2017-11-12T19:34:29,1,6,politifact14745,2,CovfefeAlee,20170319001216,13933,13996,False
303,929800780097445889,2017-11-12T19:59:15,1,3,politifact14745,2,cgpb,20080928000250,41169,41152,False
307,929804250972086272,2017-11-12T20:13:03,0,1,politifact14745,2,NamVet6669,20110706183736,6223,6846,False
308,929811075679293440,2017-11-12T20:40:10,0,1,politifact14745,2,LyleKlich,20120421153031,16098,16132,False
310,929811833908801536,2017-11-12T20:43:10,2,3,politifact14745,2,LyleKlich,20120421153031,16098,16132,False
320,929853496773443585,2017-11-12T23:28:44,2,2,politifact14745,2,S1776frdm,20120320204128,5338,5087,False
321,929869548278476800,2017-11-13T00:32:31,0,1,politifact14745,2,rustythimble54,20100323233537,6715,6802,False
326,929889912933048320,2017-11-13T01:53:26,3,7,politifact14745,2,beth2_k3a,20111115235350,37290,30094,False
328,929897870563692547,2017-11-13T02:25:03,10,7,politifact14745,2,Zeke311,20090716171859,8476,8779,False
329,929909026879569922,2017-11-13T03:09:23,126,159,politifact14745,2,SL1733,20140206005657,21449,5105,False
340,930060792824848384,2017-11-13T13:12:27,2,1,politifact14745,2,jamestrumpster1,20161103161947,11968,13125,False
341,930075458657554432,2017-11-13T14:10:43,16,28,politifact14745,2,Texastweetybird,20110610122409,12458,13250,False
342,930087245457117185,2017-11-13T14:57:34,4,8,politifact14745,2,MangusColorado,20110104223050,4626,4480,False
343,930088520961708033,2017-11-13T15:02:38,2,2,politifact14745,2,Texastweetybird,20110610122409,12458,13250,False
347,930177680485388288,2017-11-13T20:56:55,11,11,politifact14745,2,Briinthesprings,20170927223918,9853,11026,False
348,930178369433546752,2017-11-13T20:59:39,3,4,politifact14745,2,crosshairsonyou,20150407112342,7549,7395,False
349,930200501836120065,2017-11-13T22:27:36,1,1,politifact14745,2,angelnmt2012,20121017224920,905,1354,False
351,930240024246870017,2017-11-14T01:04:39,0,1,politifact14745,2,Creekredman,20090725135306,759,646,False
355,930357308974133248,2017-11-14T08:50:42,1,1,politifact14745,2,goodinohio,20080929150738,11286,10842,False
359,930523505828990976,2017-11-14T19:51:06,14,26,politifact14745,2,HomunculusLoikm,20110104131150,168775,110897,False
365,930863988283359233,2017-11-15T18:24:04,0,1,politifact14745,2,Creekredman,20090725135306,759,646,False
378,931142637393981441,2017-11-16T12:51:19,1,1,politifact14745,2,search4rr,20110601181836,16401,17007,False
380,931182332928712704,2017-11-16T15:29:03,8,14,politifact14745,2,shortman5427,20090315162409,46638,51208,False
388,931272284899237888,2017-11-16T21:26:29,0,2,politifact14745,2,toppertaco,20090609193443,7804,7293,False
392,931796675051470849,2017-11-18T08:10:13,2,2,politifact14745,2,Hen2pa,20100615012652,83,67,False
428,887798752546869250,2017-07-19T22:18:11,2,10,politifact14355,3,LeadStoriesCom,20150617153242,4175,3076,False
429,887829850123366400,2017-07-20T00:21:46,0,1,politifact14355,3,karinaleech14,20090331225021,110,829,False
439,915249879341060096,2017-10-03T16:19:10,0,1,politifact15371,4,stephenmcramer,20110211185704,1168,607,False
443,915322704361816064,2017-10-03T21:08:33,1,2,politifact15371,4,coopah,20090822142743,22088,18802,False
444,915323189583949824,2017-10-03T21:10:28,4,9,politifact15371,4,Peacepox,20100815050719,15063,16574,False
447,915327045164503040,2017-10-03T21:25:48,1,1,politifact15371,4,Daity1,20110418131910,52,75,False
451,915328631957803009,2017-10-03T21:32:06,17,39,politifact15371,4,EJLandwehr,20160402210758,22910,26021,False
452,915329045902053379,2017-10-03T21:33:45,1,1,politifact15371,4,txstarkeeper,20110705205508,7304,7657,False
458,915339072419143681,2017-10-03T22:13:35,2,1,politifact15371,4,415holgate,20150404161915,19694,17040,False
469,915369225119612928,2017-10-04T00:13:24,0,1,politifact15371,4,beehappytoo,20140324034656,1185,4418,False
496,915661106953068544,2017-10-04T19:33:14,12,8,politifact15371,4,hemantmehta,20090306052351,69243,219,True
498,915668552987938817,2017-10-04T20:02:49,2,6,politifact15371,4,AthiestHuman,20151204195713,22565,18594,False
500,915672847657271296,2017-10-04T20:19:53,0,1,politifact15371,4,JRLCHARTS,20090417185418,95000,12347,False
508,915699784190586880,2017-10-04T22:06:56,5,7,politifact15371,4,EvanLHarris2,20161127091818,719,1266,False
509,915700221132312577,2017-10-04T22:08:40,0,1,politifact15371,4,alp44,20090407004937,86,751,False
519,915757266963492864,2017-10-05T01:55:21,0,1,politifact15371,4,olemissliberal,20110712222735,2115,2472,False
534,916001556360683520,2017-10-05T18:06:04,0,2,politifact15371,4,mscgluk,20121228145513,4378,2318,False
541,916612328065339393,2017-10-07T10:33:03,0,1,politifact15371,4,mscgluk,20121228145513,4378,2318,False
548,917410085239787521,2017-10-09T15:23:03,0,1,politifact15371,4,mscgluk,20121228145513,4378,2318,False
564,923455989046706176,2017-10-26T07:47:19,0,1,politifact15371,4,Daity1,20110418131910,52,75,False
579,923557409867608069,2017-10-26T14:30:20,0,1,politifact15371,4,deeannsea,20090621220915,9,46,False
582,923567975839555584,2017-10-26T15:12:19,7,6,politifact15371,4,MarilouGeorge,20090420172655,11082,10005,False
588,923612298593239040,2017-10-26T18:08:26,0,1,politifact15371,4,Auxi13Sheila,20110708023619,2317,2389,False
602,923656612648308737,2017-10-26T21:04:31,16,28,politifact15371,4,Brasilmagic,20090225035129,95395,56894,False
621,923723904681631744,2017-10-27T01:31:55,0,5,politifact15371,4,kindcutesteve,20090316035248,10949,9486,False
626,923775607732711424,2017-10-27T04:57:22,0,1,politifact15371,4,mamarocks54,20110808212008,1982,3361,False
638,923872676636233729,2017-10-27T11:23:05,0,1,politifact15371,4,Ruthanasia,20090205235438,8725,9585,False
671,924291042559647744,2017-10-28T15:05:31,0,1,politifact15371,4,SheloraFitz,20090201145014,297,460,False
680,924468304000909313,2017-10-29T02:49:54,0,1,politifact15371,4,Kelisia,20090424011232,18510,20097,False
695,924905670389968896,2017-10-30T07:47:50,0,2,politifact15371,4,DannyBraverman,20100421181805,1479,1125,False
707,925472633021517829,2017-10-31T21:20:44,0,1,politifact15371,4,jgiro,20080601122359,2806,3148,False
711,925552720395857921,2017-11-01T02:38:59,0,1,politifact15371,4,Rachel_Gal,20090903171605,229,161,False
723,926239961606696960,2017-11-03T00:09:50,0,2,politifact15371,4,JeffreeRando,20090316161046,9831,10795,False
730,932084794170601472,2017-11-19T03:15:06,0,1,politifact15371,4,AlaskanNovelist,20101025232126,36558,37331,False
733,942566664427761664,2017-12-18T01:26:19,2,4,politifact15371,4,coopah,20090822142743,22088,18802,False
734,942566887333830656,2017-12-18T01:27:12,2,4,politifact15371,4,Peacepox,20100815050719,15063,16574,False
738,942582717065121792,2017-12-18T02:30:06,0,1,politifact15371,4,508gloryFelix,20161108165939,20753,22395,False
743,942630824494505984,2017-12-18T05:41:16,2,3,politifact15371,4,joancarroll,20090427214254,14138,2402,False
759,942909200077860864,2017-12-19T00:07:26,0,4,politifact15371,4,PoliticalAnt,20090629233835,16260,9051,False
763,942957792016470017,2017-12-19T03:20:31,1,1,politifact15371,4,RogerCh25625256,20170714070604,717,1530,False
784,943472798017736704,2017-12-20T13:26:58,0,1,politifact15371,4,nbshulman,20090227143538,394,449,False
816,945014154921783296,2017-12-24T19:31:46,0,1,politifact15371,4,Wanderer19,20090619224255,37530,40004,False
820,950549130186719232,2018-01-09T02:05:47,2,2,politifact15371,4,coopah,20090822142743,22088,18802,False
823,950553417860104193,2018-01-09T02:22:49,1,1,politifact15371,4,jhante,20080613005450,215,1026,False
825,950569333448585223,2018-01-09T03:26:04,1,1,politifact15371,4,StCyrlyMe2,20090226214104,16550,17963,False
826,950601214407925766,2018-01-09T05:32:45,7,6,politifact15371,4,e1ais,20120831223551,15646,15816,False
852,952149940746227712,2018-01-13T12:06:50,1,1,politifact15371,4,dutch163,20080823213836,9708,9762,False
856,955978197686018052,2018-01-24T01:38:58,1,1,politifact15371,4,OjedaOpio,20131110184957,638,1395,False
864,962964997822394369,2018-02-12T08:22:01,1,1,politifact15371,4,S9elham,20120202083100,7032,6164,False
866,963035597773398016,2018-02-12T13:02:33,0,1,politifact15371,4,coopah,20090822142743,22088,18802,False
868,963043801047752706,2018-02-12T13:35:09,22,51,politifact15371,4,GualtieriEdward,20151227140623,2505,1887,False
875,963192816049438721,2018-02-12T23:27:17,9,16,politifact15371,4,MtnMD,20081105181658,84418,56100,False
879,963211689318539264,2018-02-13T00:42:16,0,1,politifact15371,4,adammusicrocks,20090306233726,900,574,False
895,993683663840690176,2018-05-08T02:47:01,1,5,politifact15371,4,Kelisia,20090424011232,18510,20097,False
900,993995416281563136,2018-05-08T23:25:49,0,1,politifact15371,4,knute_scion,20180121202515,12274,12854,False
903,1050166145628733441,2018-10-10T23:28:14,1,1,politifact15371,4,briheller,20090130230300,2157,4933,False
904,1050166655416983552,2018-10-10T23:30:16,3,1,politifact15371,4,briheller,20090130230300,2157,4933,False
907,1050166815970787329,2018-10-10T23:30:54,8,1,politifact15371,4,briheller,20090130230300,2157,4933,False
909,1050445599651352577,2018-10-11T17:58:41,0,1,politifact15371,4,PaulDeCristofo4,20171009153214,5938,6531,False
910,1050631829047234560,2018-10-12T06:18:42,0,1,politifact15371,4,sperlaervin,20071109222645,889,2387,False
912,1051101109992005632,2018-10-13T13:23:27,79,98,politifact15371,4,PassTheSalty,20100725223159,32492,32243,False
913,1051139741125566464,2018-10-13T15:56:58,0,1,politifact15371,4,WhistlerHeidi,20090804170141,972,2742,False
914,1051301291438174208,2018-10-14T02:38:54,8,6,politifact15371,4,kindcutesteve,20090316035248,10949,9486,False
916,1051365556786319360,2018-10-14T06:54:16,6,1,politifact15371,4,indig7,20110114043736,482,999,False
918,1051490208515088385,2018-10-14T15:09:36,328,425,politifact15371,4,JamesMelville,20090212131340,144605,82810,False
920,1051497399628099584,2018-10-14T15:38:10,7,15,politifact15371,4,MerlinofCanada,20121128234825,6436,5403,False
921,1051748654590119937,2018-10-15T08:16:34,1,1,politifact15371,4,drew_wwwwd,20090202215332,333,219,False
933,894157795624271873,2017-08-06T11:26:45,2,1,politifact14404,5,yauzzie,20120529051226,3425,4190,False
934,894160877796155393,2017-08-06T11:39:00,3,2,politifact14404,5,katlivezey,20111202235920,8201,6051,False
937,894187717759713280,2017-08-06T13:25:39,0,1,politifact14404,5,Chargersbride,20091214205408,949,901,False
938,894197758260858880,2017-08-06T14:05:33,1,1,politifact14404,5,KellieSelf1,20160513154920,180,372,False
940,894224113358823425,2017-08-06T15:50:17,14,21,politifact14404,5,ariela_paul,20130327132100,10917,7822,False
950,894540618269155329,2017-08-07T12:47:57,2,1,politifact14404,5,BKaysac,20141005211701,11925,12268,False
954,895007391229501441,2017-08-08T19:42:45,0,1,politifact14404,5,submarelime,20100131172047,351,318,False
958,896336681225400320,2017-08-12T11:44:52,2,1,politifact14404,5,flttrbydragnfly,20100225162119,11763,12013,False
967,897167918768594944,2017-08-14T18:47:55,2,6,politifact14404,5,jennyfrky,20100219011913,5013,4411,False
971,897638723969593346,2017-08-16T01:58:43,0,1,politifact14404,5,joaniedbq4,20160915144854,54,29,False
972,897673481684439040,2017-08-16T04:16:50,1,1,politifact14404,5,GateTres,20170204193428,129,36,False
999,898354968951791616,2017-08-18T01:24:49,3,3,politifact14404,5,WICKEDXWAYS1972,20140828233033,5689,5014,False
1005,898376097301233667,2017-08-18T02:48:47,0,1,politifact14404,5,mednurse202,20100414192504,9468,10396,False
1038,898698826076246016,2017-08-19T00:11:11,5,4,politifact14404,5,i_libros,20160410213148,209,92,False
1060,899853952518324225,2017-08-22T04:41:15,1,1,politifact14404,5,sarahdee1962,20150226150626,1417,5002,False
1063,900106680024707073,2017-08-22T21:25:30,0,1,politifact14404,5,sparkyNadine,20120604180851,2493,3678,False
1070,900819639789342721,2017-08-24T20:38:33,1,1,politifact14404,5,Fiorell85824564,20160822231620,524,464,False
1072,900987354239963137,2017-08-25T07:44:59,1,1,politifact14404,5,arnoyuma,20161123211415,3549,3590,False
1088,903395520873455617,2017-08-31T23:14:11,16,10,politifact14404,5,RattlesnakeX,20091014005518,1260,1278,False
1094,905439749619503105,2017-09-06T14:37:13,2,1,politifact14404,5,shannon4t76,20110820195258,5464,4238,False
1116,910641268254035969,2017-09-20T23:06:11,0,1,politifact14404,5,mednurse202,20100414192504,9468,10396,False
1122,913397087613661184,2017-09-28T13:36:50,1,1,politifact14404,5,USARebelSway,20160103212944,9335,10264,False
1123,913405141335674880,2017-09-28T14:08:50,1,1,politifact14404,5,BKaysac,20141005211701,11925,12268,False
1132,916773040763101184,2017-10-07T21:11:40,0,1,politifact14404,5,Miquwarchar,20131009143221,14769,1182,False
1168,931230033259012096,2017-11-16T18:38:36,1,1,politifact14404,5,beth_anon777,20130815000233,2469,4998,False
1172,931284980512280578,2017-11-16T22:16:56,0,1,politifact14404,5,denisedebranch,20160929203634,59,419,False
1188,933451242952646656,2017-11-22T21:44:53,2,2,politifact14404,5,jasdude,20090201195250,3050,1089,False
1191,934107785922408448,2017-11-24T17:13:45,0,1,politifact14404,5,Mary_Burgess,20090405160932,26250,23930,False
1215,938492029000040448,2017-12-06T19:35:10,1,2,politifact14404,5,Molonlabe1944,20151008232601,3517,4027,False
1223,939953883341766656,2017-12-10T20:24:03,2,2,politifact14404,5,jennyfrky,20100219011913,5012,4411,False
1230,941624319632912384,2017-12-15T11:01:46,5,7,politifact14404,5,P_na_cova,20160527203041,2295,2464,False
1290,967664714724532224,2018-02-25T07:37:00,1,1,politifact14404,5,hezhishang,20151010025106,151,60,False
1295,968996769139953666,2018-02-28T23:50:07,2,2,politifact14404,5,annettekiel,20111102220831,3590,3485,False
1298,970688264641417216,2018-03-05T15:51:31,0,1,politifact14404,5,janerross,20110204071717,5024,5065,False
1303,972543529288220672,2018-03-10T18:43:41,1,1,politifact14404,5,GayleAmerican,20180121055406,3821,4269,False
1306,974046452224634880,2018-03-14T22:15:45,0,1,politifact14404,5,leejac424,20150312190029,2961,4973,False
1310,977236016418340864,2018-03-23T17:29:57,1,1,politifact14404,5,sadefenza,20101227215125,3911,4123,False
1314,980196726022791168,2018-03-31T21:34:45,1,1,politifact14404,5,Mandemic007,20161101044653,29273,29435,False
1333,993849099404398592,2018-05-08T13:44:24,18,15,politifact14404,5,annettekiel,20111102220831,3590,3485,False
1338,1014549616774336513,2018-07-04T16:40:52,4,2,politifact14404,5,IronFalcon77,20090508114938,949,582,False
1362,1038490114068963328,2018-09-08T18:11:52,1,1,politifact14404,5,Maureenhommagm1,20160817022012,1638,4953,False
1388,894157795624271873,2017-08-06T11:26:45,2,1,politifact13919,6,yauzzie,20120529051226,3425,4190,False
1389,894160877796155393,2017-08-06T11:39:00,3,2,politifact13919,6,katlivezey,20111202235920,8201,6051,False
1392,894187717759713280,2017-08-06T13:25:39,0,1,politifact13919,6,Chargersbride,20091214205408,949,901,False
1393,894197758260858880,2017-08-06T14:05:33,1,1,politifact13919,6,KellieSelf1,20160513154920,180,372,False
1395,894224113358823425,2017-08-06T15:50:17,14,21,politifact13919,6,ariela_paul,20130327132100,10917,7822,False
1405,894540618269155329,2017-08-07T12:47:57,2,1,politifact13919,6,BKaysac,20141005211701,11925,12268,False
1409,895007391229501441,2017-08-08T19:42:45,0,1,politifact13919,6,submarelime,20100131172047,351,318,False
1413,896336681225400320,2017-08-12T11:44:52,2,1,politifact13919,6,flttrbydragnfly,20100225162119,11763,12013,False
1422,897167918768594944,2017-08-14T18:47:55,2,6,politifact13919,6,jennyfrky,20100219011913,5012,4411,False
1426,897638723969593346,2017-08-16T01:58:43,0,1,politifact13919,6,joaniedbq4,20160915144854,54,29,False
1427,897673481684439040,2017-08-16T04:16:50,1,1,politifact13919,6,GateTres,20170204193428,129,36,False
1454,898354968951791616,2017-08-18T01:24:49,3,3,politifact13919,6,WICKEDXWAYS1972,20140828233033,5689,5014,False
1460,898376097301233667,2017-08-18T02:48:47,0,1,politifact13919,6,mednurse202,20100414192504,9468,10396,False
1493,898698826076246016,2017-08-19T00:11:11,5,4,politifact13919,6,i_libros,20160410213148,209,92,False
1515,899853952518324225,2017-08-22T04:41:15,1,1,politifact13919,6,sarahdee1962,20150226150626,1417,5002,False
1518,900106680024707073,2017-08-22T21:25:30,0,1,politifact13919,6,sparkyNadine,20120604180851,2493,3678,False
1525,900819639789342721,2017-08-24T20:38:33,1,1,politifact13919,6,Fiorell85824564,20160822231620,524,464,False
1527,900987354239963137,2017-08-25T07:44:59,1,1,politifact13919,6,arnoyuma,20161123211415,3549,3590,False
1543,903395520873455617,2017-08-31T23:14:11,16,10,politifact13919,6,RattlesnakeX,20091014005518,1260,1278,False
1549,905439749619503105,2017-09-06T14:37:13,2,1,politifact13919,6,shannon4t76,20110820195258,5464,4238,False
1571,910641268254035969,2017-09-20T23:06:11,0,1,politifact13919,6,mednurse202,20100414192504,9468,10396,False
1577,913397087613661184,2017-09-28T13:36:50,1,1,politifact13919,6,USARebelSway,20160103212944,9335,10264,False
1578,913405141335674880,2017-09-28T14:08:50,1,1,politifact13919,6,BKaysac,20141005211701,11925,12268,False
1587,916773040763101184,2017-10-07T21:11:40,0,1,politifact13919,6,Miquwarchar,20131009143221,14769,1182,False
1623,931230033259012096,2017-11-16T18:38:36,1,1,politifact13919,6,beth_anon777,20130815000233,2469,4998,False
1627,931284980512280578,2017-11-16T22:16:56,0,1,politifact13919,6,denisedebranch,20160929203634,59,419,False
1643,933451242952646656,2017-11-22T21:44:53,2,2,politifact13919,6,jasdude,20090201195250,3050,1089,False
1646,934107785922408448,2017-11-24T17:13:45,0,1,politifact13919,6,Mary_Burgess,20090405160932,26250,23930,False
1670,938492029000040448,2017-12-06T19:35:10,1,2,politifact13919,6,Molonlabe1944,20151008232601,3517,4027,False
1678,939953883341766656,2017-12-10T20:24:03,2,2,politifact13919,6,jennyfrky,20100219011913,5012,4411,False
1685,941624319632912384,2017-12-15T11:01:46,5,7,politifact13919,6,P_na_cova,20160527203041,2295,2464,False
1745,967664714724532224,2018-02-25T07:37:00,1,1,politifact13919,6,hezhishang,20151010025106,151,60,False
1750,968996769139953666,2018-02-28T23:50:07,2,2,politifact13919,6,annettekiel,20111102220831,3590,3485,False
1753,970688264641417216,2018-03-05T15:51:31,0,1,politifact13919,6,janerross,20110204071717,5024,5065,False
1758,972543529288220672,2018-03-10T18:43:41,1,1,politifact13919,6,GayleAmerican,20180121055406,3821,4269,False
1761,974046452224634880,2018-03-14T22:15:45,0,1,politifact13919,6,leejac424,20150312190029,2961,4973,False
1765,977236016418340864,2018-03-23T17:29:57,1,1,politifact13919,6,sadefenza,20101227215125,3911,4123,False
1769,980196726022791168,2018-03-31T21:34:45,1,1,politifact13919,6,Mandemic007,20161101044653,29273,29435,False
1788,993849099404398592,2018-05-08T13:44:24,18,15,politifact13919,6,annettekiel,20111102220831,3590,3485,False
1793,1014549616774336513,2018-07-04T16:40:52,4,2,politifact13919,6,IronFalcon77,20090508114938,949,582,False
1817,1038490114068963328,2018-09-08T18:11:52,1,1,politifact13919,6,Maureenhommagm1,20160817022012,1638,4953,False
1847,923528956669779970,2017-10-26T12:37:16,0,2,politifact14795,7,oude_lap,20140624140539,1997,4193,False
1848,923529622498828288,2017-10-26T12:39:55,0,2,politifact14795,7,krannoot,20110717150856,5231,5127,False
1851,923583881793617920,2017-10-26T16:15:31,1,4,politifact14795,7,mandarjoshisays,20140127135322,2032,1476,False
1854,923614584648368130,2017-10-26T18:17:31,0,2,politifact14795,7,MubarakBala,20111226144859,4773,872,False
1858,923738095983431681,2017-10-27T02:28:18,0,1,politifact14795,7,bjportraits,20140126174132,3942,1114,False
1867,923939323774492672,2017-10-27T15:47:55,0,1,politifact14795,7,drgarynull,20100625165118,6175,240,False
1876,923988603524362240,2017-10-27T19:03:44,8,45,politifact14795,7,KellyMacd51,20090217150200,4814,4715,False
1888,924173612491460608,2017-10-28T07:18:54,0,2,politifact14795,7,DeepPolitics,20090619015129,6462,7036,False
1905,924317924059439105,2017-10-28T16:52:20,1,3,politifact14795,7,_macmike,20140517215510,3824,4316,False
1932,924631027183706112,2017-10-29T13:36:30,0,1,politifact14795,7,ashshi,20090420101514,1045,1112,False
1933,924641021388042240,2017-10-29T14:16:13,1,1,politifact14795,7,OppikGE,20130918075838,87,86,False
1934,924643555146006528,2017-10-29T14:26:17,0,10,politifact14795,7,sanjaygobind,20140603162410,36956,37141,False
1938,924662475810676736,2017-10-29T15:41:28,0,1,politifact14795,7,Freedom_Speaks_,20080727143803,4969,3731,False
1949,924833205915500544,2017-10-30T02:59:53,8,20,politifact14795,7,_dharam_vir,20100510184124,22197,3705,False
1952,924889382141620224,2017-10-30T06:43:06,0,6,politifact14795,7,trramesh,20081013122010,8230,201,False
1954,924930223669370880,2017-10-30T09:25:24,0,1,politifact14795,7,mgnayak5,20100510101800,3407,853,False
1963,925077765040242688,2017-10-30T19:11:40,0,1,politifact14795,7,OccuWorld,20130214163918,8213,1632,False
1985,925690992304541697,2017-11-01T11:48:25,0,1,politifact14795,7,CarlosPalhao47,20130227122539,87,250,False
1989,925761203648987137,2017-11-01T16:27:25,1,3,politifact14795,7,ZlatkoPercinic,20150511092518,2353,1729,False
2006,926769963209297921,2017-11-04T11:15:52,0,4,politifact14795,7,siliconglen,20080105010840,4499,4664,False
2010,931898358750482432,2017-11-18T14:54:17,0,6,politifact14795,7,dekoran1,20111006092849,12506,11199,False
2013,935942229310492675,2017-11-29T18:43:11,15,8,politifact14795,7,CraigRozniecki,20130415200911,113633,113502,False
2018,880481721749094400,2017-06-29T17:42:55,0,1,politifact14328,8,joann_ines,20090731152058,224,644,False
2020,880498653986672640,2017-06-29T18:50:12,1,2,politifact14328,8,tu_politics,20160807020303,2117,1763,False
2040,880513616251936770,2017-06-29T19:49:39,0,1,politifact14328,8,woohoo9,20090502031853,16724,16727,False
